#T      BLOCK:   ACTUAL_X:      X_AVE:      ERROR:
            2.42               9         0.93233        0.941627      0.00322268
            2.42              10        0.955966        0.943061      0.00320359
            2.42              11        0.929641        0.941841      0.00313605
            2.42              12        0.929313        0.940797      0.00304353
            2.42              13        0.913043        0.938662      0.00347852
            2.42              14        0.949866        0.939462      0.00332084
            2.42              15        0.954711        0.940479      0.00325133
            2.42              16        0.955922        0.941444      0.00318817
            2.42              17        0.962114         0.94266      0.00322417
            2.42              18        0.947954        0.942954      0.00305843
            2.42              19        0.936275        0.942602       0.0029176
            2.42              20        0.963162         0.94363      0.00294726
            2.44               1        0.924996        0.924996               0
            2.44               2        0.955682        0.940339       0.0108491
            2.44               3        0.934175        0.938284      0.00742474
            2.44               4        0.938121        0.938244      0.00556867
            2.44               5        0.919195        0.934434      0.00560876
            2.44               6        0.937906        0.935012      0.00470372
            2.44               7         0.94376        0.936262      0.00419449
            2.44               8        0.945197        0.937379      0.00381598
            2.44               9        0.949533        0.938729      0.00362306
            2.44              10        0.938681        0.938725      0.00326076
            2.44              11        0.933403        0.938241           0.003
            2.44              12        0.933866        0.937876      0.00277206
            2.44              13        0.925014        0.936887      0.00272968
            2.44              14        0.930099        0.936402      0.00257741
            2.44              15        0.950996        0.937375      0.00258269
            2.44              16        0.915167        0.935987      0.00276923
            2.44              17        0.940413        0.936247      0.00261855
            2.44              18        0.958768        0.937499      0.00275582
            2.44              19        0.933958        0.937312      0.00261707
            2.44              20        0.926491        0.936771      0.00254152
            2.46               1        0.933346        0.933346               0
            2.46               2        0.936147        0.934747     0.000990307
            2.46               3        0.916356        0.928616      0.00504877
            2.46               4        0.912065        0.924478      0.00521345
            2.46               5          0.9347        0.926523      0.00455399
            2.46               6        0.910755        0.923895      0.00448967
            2.46               7        0.902202        0.920796      0.00480009
            2.46               8        0.881391         0.91587      0.00623456
            2.46               9        0.933561        0.917836       0.0058435
            2.46              10        0.887965        0.914849      0.00597402
            2.46              11        0.895254        0.913068       0.0056903
            2.46              12        0.907375        0.912593      0.00523584
            2.46              13        0.909441        0.912351       0.0048387
            2.46              14        0.931618        0.913727       0.0046847
            2.46              15        0.914067         0.91375      0.00437244
            2.46              16        0.922772        0.914314      0.00413537
            2.46              17        0.936317        0.915608      0.00408964
            2.46              18        0.899593        0.914718      0.00395804
            2.46              19         0.92989        0.915517      0.00382943
            2.46              20        0.918015        0.915642      0.00363999
            2.48               1        0.899982        0.899982               0
            2.48               2        0.896868        0.898425      0.00110088
            2.48               3        0.898953        0.898601      0.00074784
            2.48               4        0.876665        0.893117      0.00478232
            2.48               5           0.899        0.894293      0.00396795
            2.48               6        0.927924        0.899899      0.00609217
            2.48               7        0.901411        0.900115      0.00522569
            2.48               8        0.890258        0.898883      0.00471548
            2.48               9        0.917673         0.90097      0.00463071
            2.48              10        0.890431        0.899916      0.00428589
            2.48              11        0.885241        0.898582      0.00409864
            2.48              12        0.915578        0.899999      0.00399431
            2.48              13        0.909416        0.900723      0.00375217
            2.48              14        0.895939        0.900381      0.00349969
            2.48              15        0.903506         0.90059      0.00327257
            2.48              16        0.893868         0.90017      0.00309488
            2.48              17         0.89571        0.899907      0.00292392
            2.48              18        0.914985        0.900745      0.00287898
            2.48              19        0.900681        0.900742      0.00272745
            2.48              20        0.881349        0.899772      0.00275805
             2.5               1        0.880209        0.880209               0
             2.5               2        0.879148        0.879678     0.000375005
             2.5               3        0.882069        0.880475     0.000696946
             2.5               4        0.892064        0.883373      0.00256297
             2.5               5        0.896762         0.88605      0.00315292
             2.5               6        0.863939        0.882365      0.00426857
             2.5               7        0.884635         0.88269      0.00367108
             2.5               8        0.893574         0.88405      0.00345515
             2.5               9        0.865368        0.881974      0.00364181
             2.5              10        0.875435         0.88132      0.00333582
             2.5              11        0.909823        0.883912      0.00391156
             2.5              12        0.893363        0.884699      0.00366403
             2.5              13        0.892416        0.885293      0.00342992
             2.5              14        0.908382        0.886942      0.00355943
             2.5              15        0.896925        0.887608      0.00338378
             2.5              16        0.903888        0.888625      0.00332177
             2.5              17        0.866879        0.887346      0.00336366
             2.5              18        0.892028        0.887606      0.00318683
             2.5              19        0.866119        0.886475      0.00321351
             2.5              20        0.900763        0.887189      0.00313123
            2.52               1        0.863292        0.863292               0
            2.52               2        0.870761        0.867026      0.00264038
            2.52               3        0.862082        0.865378       0.0022158
            2.52               4        0.854379        0.862628      0.00290397
            2.52               5        0.882946        0.866692      0.00431365
            2.52               6        0.860549        0.865668      0.00371422
            2.52               7        0.896411         0.87006      0.00516411
            2.52               8        0.899504         0.87374      0.00568069
            2.52               9        0.856932        0.871873      0.00534771
            2.52              10        0.887387        0.873424      0.00503295
            2.52              11        0.871633        0.873261      0.00457804
            2.52              12         0.87308        0.873246      0.00419656
            2.52              13        0.856769        0.871979      0.00406065
            2.52              14        0.880261         0.87257      0.00381346
            2.52              15        0.884631        0.873374        0.003643
            2.52              16        0.866237        0.872928      0.00344251
            2.52              17        0.892169         0.87406      0.00342102
            2.52              18        0.862704        0.873429      0.00328862
            2.52              19        0.880053        0.873778      0.00313396
            2.52              20        0.866248        0.873401      0.00299978
            2.54               1        0.863875        0.863875               0
            2.54               2        0.855734        0.859805      0.00287844
            2.54               3        0.863327        0.860979      0.00214506
            2.54               4        0.846124        0.857265        0.003596
            2.54               5        0.882077        0.862228      0.00528927
            2.54               6        0.864934        0.862679      0.00442692
            2.54               7        0.863407        0.862783      0.00379572
            2.54               8        0.865515        0.863124      0.00333658
            2.54               9        0.864916        0.863323      0.00297179
            2.54              10        0.851057        0.862097       0.0029168
            2.54              11        0.858583        0.861777      0.00266907
            2.54              12        0.860291        0.861653      0.00244952
            2.54              13        0.844185         0.86031       0.0026037
            2.54              14        0.856829        0.860061      0.00242957
            2.54              15        0.845515        0.859091       0.0024535
            2.54              16        0.868298        0.859667      0.00236667
            2.54              17        0.870175        0.860285      0.00230677
            2.54              18         0.86029        0.860285      0.00217861
            2.54              19        0.878861        0.861263      0.00227276
            2.54              20        0.875547        0.861977      0.00226857
            2.56               1        0.840027        0.840027               0
            2.56               2        0.848227        0.844127      0.00289924
            2.56               3        0.844046          0.8441      0.00193295
            2.56               4        0.859144        0.847861      0.00356526
            2.56               5        0.834758        0.845241      0.00369175
            2.56               6        0.830406        0.842768      0.00381556
            2.56               7        0.854457        0.844438      0.00361744
            2.56               8        0.852879        0.845493      0.00331558
            2.56               9        0.851058        0.846112      0.00300429
            2.56              10         0.85856        0.847356       0.0029505
            2.56              11         0.84157         0.84683      0.00272876
            2.56              12        0.856445        0.847632      0.00261636
            2.56              13        0.871907        0.849499      0.00300858
            2.56              14        0.869573        0.850933      0.00311669
            2.56              15        0.872905        0.852398      0.00323488
            2.56              16        0.856862        0.852677      0.00304471
            2.56              17         0.86441        0.853367      0.00294281
            2.56              18        0.872637        0.854437      0.00296766
            2.56              19         0.85554        0.854495      0.00281204
            2.56              20        0.849119        0.854227      0.00268425
            2.58               1        0.864485        0.864485               0
            2.58               2        0.844351        0.854418       0.0071183
            2.58               3        0.828069        0.845635      0.00859916
            2.58               4        0.828379        0.841321      0.00745339
            2.58               5        0.832181        0.839493      0.00618281
            2.58               6        0.839334        0.839466       0.0051524
            2.58               7        0.841564        0.839766      0.00442505
            2.58               8        0.828096        0.838307      0.00410535
            2.58               9        0.829354        0.837313       0.0037678
            2.58              10        0.804451        0.834026       0.0046063
            2.58              11        0.824862        0.833193      0.00426222
            2.58              12        0.853582        0.834892      0.00423215
            2.58              13        0.861668        0.836952      0.00437919
            2.58              14        0.860769        0.838653       0.0043844
            2.58              15          0.8201        0.837416        0.004263
            2.58              16        0.842338        0.837724      0.00400764
            2.58              17        0.869925        0.839618      0.00419573
            2.58              18        0.862449        0.840886      0.00414993
            2.58              19        0.812935        0.839415      0.00418415
            2.58              20        0.852764        0.840083      0.00402782
             2.6               1        0.807574        0.807574               0
             2.6               2         0.83492        0.821247      0.00966822
             2.6               3        0.828179        0.823557      0.00671591
             2.6               4        0.826292        0.824241      0.00507161
             2.6               5        0.827605        0.824914      0.00410167
             2.6               6        0.841263        0.827639      0.00422735
             2.6               7        0.820429        0.826609      0.00374681
             2.6               8        0.832589        0.827356      0.00335219
             2.6               9        0.830153        0.827667      0.00299409
             2.6              10        0.818954        0.826796      0.00281861
             2.6              11        0.816147        0.825828      0.00272355
             2.6              12        0.824908        0.825751      0.00249767
             2.6              13        0.814434        0.824881      0.00245255
             2.6              14        0.832552        0.825428      0.00233778
             2.6              15        0.838792        0.826319      0.00234554
             2.6              16        0.843771         0.82741      0.00243941
             2.6              17        0.832169         0.82769      0.00231192
             2.6              18        0.831941        0.827926      0.00219551
             2.6              19        0.843821        0.828763      0.00223365
             2.6              20        0.817902         0.82822      0.00218699
            2.62               1        0.824578        0.824578               0
            2.62               2        0.789323        0.806951       0.0124646
            2.62               3        0.815005        0.809635      0.00859403
            2.62               4        0.811945        0.810213       0.0064649
            2.62               5        0.813846        0.810939      0.00521259
            2.62               6        0.811682        0.811063       0.0043453
            2.62               7        0.807142        0.810503      0.00376047
            2.62               8         0.84251        0.814504      0.00498325
            2.62               9        0.794844         0.81232      0.00488494
            2.62              10        0.821231        0.813211        0.004477
            2.62              11        0.811918        0.813093      0.00407154
            2.62              12        0.787835        0.810988      0.00424156
            2.62              13         0.81916        0.811617      0.00396159
            2.62              14        0.808245        0.811376      0.00368593
            2.62              15        0.812862        0.811475      0.00344153
            2.62              16        0.834113         0.81289      0.00350524
            2.62              17        0.828654        0.813817       0.0034195
            2.62              18        0.829533         0.81469      0.00333914
            2.62              19        0.813011        0.814602      0.00316456
            2.62              20        0.808245        0.814284      0.00302225
            2.64               1        0.799117        0.799117               0
            2.64               2        0.810962         0.80504      0.00418771
            2.64               3        0.785793        0.798624      0.00593588
            2.64               4        0.818745        0.803654      0.00622878
            2.64               5        0.797067        0.802337      0.00512046
            2.64               6         0.81301        0.804116      0.00456558
            2.64               7         0.81306        0.805394      0.00408826
            2.64               8        0.794136        0.803986      0.00381174
            2.64               9        0.822194        0.806009      0.00388819
            2.64              10        0.794668        0.804875      0.00366105
            2.64              11         0.80412        0.804807      0.00332888
            2.64              12        0.813484         0.80553      0.00312903
            2.64              13        0.828121        0.807267      0.00333618
            2.64              14        0.810104         0.80747      0.00310403
            2.64              15        0.809704        0.807619      0.00290067
            2.64              16        0.812757         0.80794      0.00273709
            2.64              17        0.790598         0.80692      0.00275964
            2.64              18        0.817264        0.807495      0.00266549
            2.64              19        0.819495        0.808126      0.00259895
            2.64              20        0.793426        0.807391      0.00257085
            2.66               1        0.813138        0.813138               0
            2.66               2        0.796995        0.805066      0.00570725
            2.66               3        0.786285        0.798806      0.00637239
            2.66               4        0.788347        0.796191      0.00528859
            2.66               5        0.785805        0.794114      0.00462083
            2.66               6        0.799387        0.794993      0.00393337
            2.66               7        0.808107        0.796866       0.0037915
            2.66               8        0.805783        0.797981      0.00347753
            2.66               9        0.794311        0.797573      0.00311495
            2.66              10        0.805585        0.798374      0.00290466
            2.66              11        0.803837        0.798871      0.00268271
            2.66              12        0.805301        0.799407      0.00251209
            2.66              13        0.801281        0.799551      0.00232299
            2.66              14        0.801214         0.79967      0.00216009
            2.66              15        0.800919        0.799753      0.00201769
            2.66              16        0.802569        0.799929      0.00189925
            2.66              17        0.787313        0.799187      0.00192707
            2.66              18        0.805164        0.799519       0.0018484
            2.66              19        0.798181        0.799448      0.00175246
            2.66              20        0.791897        0.799071      0.00170503
            2.68               1        0.783873        0.783873               0
            2.68               2        0.780845        0.782359      0.00107043
            2.68               3         0.81658        0.793766      0.00934127
            2.68               4        0.791495        0.793198      0.00702319
            2.68               5        0.775483        0.789655      0.00645067
            2.68               6        0.782452        0.788454      0.00548615
            2.68               7        0.786698        0.788204      0.00470815
            2.68               8        0.796065        0.789186      0.00422093
            2.68               9        0.790966        0.789384      0.00375657
            2.68              10        0.789845         0.78943      0.00338119
            2.68              11        0.809411        0.791246      0.00352815
            2.68              12        0.800295        0.792001      0.00331374
            2.68              13         0.78438        0.791414      0.00311026
            2.68              14        0.797058        0.791817       0.0029141
            2.68              15        0.804909         0.79269      0.00284753
            2.68              16        0.775598        0.791622      0.00286293
            2.68              17        0.797714         0.79198      0.00271685
            2.68              18        0.790929        0.791922      0.00256654
            2.68              19        0.796379        0.792156      0.00244216
            2.68              20        0.800155        0.792556      0.00235257
             2.7               1        0.777157        0.777157               0
             2.7               2        0.750849        0.764003      0.00930137
             2.7               3        0.775032        0.767679      0.00688917
             2.7               4        0.793579        0.774154      0.00762497
             2.7               5         0.77825        0.774973       0.0061438
             2.7               6        0.786111         0.77683      0.00539298
             2.7               7         0.80231         0.78047      0.00572055
             2.7               8        0.783049        0.780792      0.00501455
             2.7               9         0.77162        0.779773      0.00455975
             2.7              10        0.764306        0.778226       0.0043582
             2.7              11         0.79924        0.780137      0.00436063
             2.7              12         0.80209        0.781966      0.00436418
             2.7              13        0.786024        0.782278      0.00403962
             2.7              14        0.761675        0.780807      0.00401018
             2.7              15        0.751222        0.778834      0.00419993
             2.7              16        0.786597         0.77932      0.00396536
             2.7              17        0.771081        0.778835       0.0037616
             2.7              18        0.773373        0.778532      0.00356484
             2.7              19        0.776824        0.778442      0.00337835
             2.7              20        0.776462        0.778343      0.00321088
            2.72               1        0.766336        0.766336               0
            2.72               2        0.765057        0.765696     0.000452386
            2.72               3        0.765939        0.765777     0.000308741
            2.72               4        0.763403        0.765184     0.000563768
            2.72               5        0.770489        0.766245      0.00105073
            2.72               6        0.784405        0.769272      0.00289838
            2.72               7        0.745804        0.765919      0.00397564
            2.72               8        0.775768         0.76715      0.00366434
            2.72               9        0.744471         0.76463      0.00403156
            2.72              10        0.779183        0.766086       0.0038822
            2.72              11        0.758398        0.765387      0.00359163
            2.72              12        0.767224         0.76554      0.00329559
            2.72              13        0.789611        0.767391      0.00352409
            2.72              14        0.766135        0.767302      0.00327351
            2.72              15        0.774548        0.767785      0.00309071
            2.72              16        0.770077        0.767928      0.00290086
            2.72              17        0.764169        0.767707      0.00273864
            2.72              18        0.755987        0.767056      0.00266277
            2.72              19        0.761357        0.766756      0.00253946
            2.72              20        0.751886        0.766012      0.00251897
            2.74               1        0.758171        0.758171               0
            2.74               2         0.73976        0.748965      0.00650931
            2.74               3        0.715749        0.737893       0.0100279
            2.74               4        0.750434        0.741029      0.00799601
            2.74               5        0.746082        0.742039      0.00646036
            2.74               6         0.77169        0.746981      0.00702387
            2.74               7        0.784426         0.75233      0.00779568
            2.74               8        0.752198        0.752314      0.00682123
            2.74               9         0.75825        0.752973      0.00609512
            2.74              10        0.776864        0.755362       0.0059354
            2.74              11        0.758971         0.75569      0.00540488
            2.74              12         0.75983        0.756035      0.00496547
            2.74              13        0.773917        0.757411      0.00477022
            2.74              14         0.75808        0.757459      0.00442973
            2.74              15        0.768263        0.758179      0.00419256
            2.74              16         0.74759        0.757517      0.00398242
            2.74              17        0.757777        0.757532      0.00374819
            2.74              18        0.735691        0.756319      0.00373121
            2.74              19        0.761347        0.756584       0.0035442
            2.74              20        0.768145        0.757162      0.00341381
            2.76               1        0.747509        0.747509               0
            2.76               2        0.724691          0.7361      0.00806738
            2.76               3        0.758683        0.743627      0.00816727
            2.76               4        0.747869        0.744688      0.00619392
            2.76               5        0.764063        0.748563      0.00604697
            2.76               6         0.73325        0.746011      0.00555166
            2.76               7        0.768454        0.749217       0.0056085
            2.76               8        0.739052        0.747946       0.0050493
            2.76               9        0.738566        0.746904      0.00459459
            2.76              10        0.749662         0.74718      0.00414339
            2.76              11        0.743215        0.746819      0.00378237
            2.76              12        0.717021        0.744336      0.00420401
            2.76              13        0.761373        0.745647      0.00407978
            2.76              14        0.765763        0.747084      0.00403347
            2.76              15        0.746729         0.74706      0.00376464
            2.76              16        0.754677        0.747536      0.00355933
            2.76              17        0.762273        0.748403      0.00345391
            2.76              18        0.719983        0.746824      0.00360488
            2.76              19        0.760829        0.747561       0.0034897
            2.76              20         0.76883        0.748625      0.00347347
            2.78               1        0.752595        0.752595               0
            2.78               2        0.734809        0.743702      0.00628803
            2.78               3        0.726973        0.738126      0.00618889
            2.78               4        0.726246        0.735156      0.00530661
            2.78               5        0.735582        0.735241      0.00424597
            2.78               6        0.765594          0.7403      0.00581772
            2.78               7        0.736227        0.739718      0.00501563
            2.78               8        0.727189        0.738152      0.00462675
            2.78               9         0.72149        0.736301      0.00446772
            2.78              10        0.742456        0.736916      0.00406312
            2.78              11        0.752536        0.738336      0.00393407
            2.78              12        0.721615        0.736943       0.0038451
            2.78              13        0.755064        0.738337      0.00379358
            2.78              14         0.73456        0.738067      0.00353219
            2.78              15        0.723227        0.737078      0.00343246
            2.78              16        0.760797         0.73856      0.00352356
            2.78              17         0.75177        0.739337       0.0034009
            2.78              18        0.737294        0.739224      0.00321385
            2.78              19        0.728326         0.73865      0.00309546
            2.78              20        0.728496        0.738142      0.00298203
             2.8               1        0.740397        0.740397               0
             2.8               2        0.706042        0.723219       0.0121463
             2.8               3         0.72686        0.724433      0.00815794
             2.8               4        0.736968        0.727567      0.00669337
             2.8               5        0.716887        0.725431       0.0056853
             2.8               6        0.732247        0.726567      0.00484994
             2.8               7        0.718432        0.725405      0.00429406
             2.8               8        0.746036        0.727984      0.00446503
             2.8               9        0.738949        0.729202       0.0041318
             2.8              10        0.715965        0.727878      0.00392494
             2.8              11        0.738259        0.728822      0.00367983
             2.8              12        0.714483        0.727627       0.0035619
             2.8              13        0.726373        0.727531      0.00328922
             2.8              14        0.732407        0.727879      0.00307266
             2.8              15        0.732147        0.728163      0.00288096
             2.8              16        0.733856        0.728519      0.00272278
             2.8              17        0.737495        0.729047      0.00261331
             2.8              18        0.720133        0.728552      0.00251462
             2.8              19        0.718736        0.728035      0.00243476
             2.8              20        0.732566        0.728262      0.00232354
            2.82               1        0.738509        0.738509               0
            2.82               2        0.732256        0.735383      0.00221083
            2.82               3        0.719349        0.730038      0.00460605
            2.82               4        0.717676        0.726948      0.00437003
            2.82               5        0.718644        0.725287      0.00379849
            2.82               6        0.716503        0.723823      0.00343596
            2.82               7        0.688982        0.718846      0.00546881
            2.82               8        0.711697        0.717952      0.00485766
            2.82               9        0.712734        0.717372      0.00435239
            2.82              10        0.697819        0.715417      0.00433416
            2.82              11        0.739909        0.717644      0.00447568
            2.82              12        0.708657        0.716895      0.00416489
            2.82              13        0.714655        0.716722      0.00384807
            2.82              14        0.702243        0.715688      0.00370959
            2.82              15        0.725875        0.716367       0.0035239
            2.82              16        0.734898        0.717525      0.00348879
            2.82              17         0.72736        0.718104      0.00333119
            2.82              18         0.72485        0.718479      0.00316713
            2.82              19        0.728869        0.719026      0.00304729
            2.82              20        0.733992        0.719774       0.0029854
            2.84               1          0.7189          0.7189               0
            2.84               2        0.696125        0.707513      0.00805233
            2.84               3        0.714386        0.709804       0.0056848
            2.84               4        0.712694        0.710526      0.00430928
            2.84               5        0.712918        0.711004      0.00347386
            2.84               6        0.708958        0.710663      0.00291158
            2.84               7        0.717052        0.711576       0.0026348
            2.84               8        0.713598        0.711829      0.00231754
            2.84               9        0.722744        0.713042      0.00235608
            2.84              10        0.718852        0.713623      0.00219094
            2.84              11         0.73271        0.715358      0.00258927
            2.84              12        0.715072        0.715334       0.0023736
            2.84              13        0.706032        0.714618      0.00229635
            2.84              14         0.71609        0.714724      0.00213472
            2.84              15        0.705579        0.714114      0.00207764
            2.84              16        0.712244        0.713997      0.00195107
            2.84              17        0.738671        0.715448      0.00231402
            2.84              18        0.706607        0.714957      0.00223698
            2.84              19        0.698958        0.714115       0.0022722
            2.84              20        0.712446        0.714032      0.00216013
            2.86               1        0.702059        0.702059               0
            2.86               2        0.693228        0.697644      0.00312218
            2.86               3        0.712103        0.702463      0.00445185
            2.86               4        0.701328        0.702179      0.00334792
            2.86               5        0.707625        0.703269      0.00285001
            2.86               6         0.69771        0.702342      0.00252112
            2.86               7        0.718637         0.70467      0.00305196
            2.86               8        0.721499        0.706774      0.00331715
            2.86               9         0.70295        0.706349      0.00297566
            2.86              10        0.711046        0.706819      0.00271491
            2.86              11        0.708534        0.706974      0.00247258
            2.86              12        0.697994        0.706226       0.0023771
            2.86              13        0.700659        0.705798      0.00223249
            2.86              14        0.709075        0.706032      0.00208526
            2.86              15        0.701778        0.705748      0.00196544
            2.86              16        0.702875        0.705569      0.00185078
            2.86              17        0.686917        0.704472      0.00204137
            2.86              18        0.711182        0.704844       0.0019617
            2.86              19        0.706119        0.704911       0.0018596
            2.86              20        0.701718        0.704752      0.00177346
            2.88               1        0.673649        0.673649               0
            2.88               2         0.69515          0.6844       0.0076018
            2.88               3        0.680564        0.683121      0.00517425
            2.88               4        0.706757         0.68903      0.00642236
            2.88               5        0.698529         0.69093      0.00541155
            2.88               6        0.703808        0.693076      0.00491687
            2.88               7        0.694555        0.693287      0.00421899
            2.88               8         0.68745        0.692558      0.00375419
            2.88               9        0.700549        0.693446      0.00344046
            2.88              10        0.687842        0.692885      0.00314171
            2.88              11        0.683102        0.691996      0.00297932
            2.88              12         0.68998        0.691828      0.00273578
            2.88              13        0.709756        0.693207      0.00285183
            2.88              14        0.707518        0.694229      0.00282539
            2.88              15        0.706159        0.695025      0.00274669
            2.88              16        0.706042        0.695713      0.00265993
            2.88              17        0.715001        0.696848      0.00273475
            2.88              18        0.711755        0.697676      0.00270532
            2.88              19        0.708091        0.698224      0.00261788
            2.88              20        0.692302        0.697928      0.00250367
             2.9               1        0.673865        0.673865               0
             2.9               2         0.70849        0.691178       0.0122417
             2.9               3        0.681165         0.68784      0.00860403
             2.9               4        0.691098        0.688655      0.00649146
             2.9               5        0.681831         0.68729      0.00533469
             2.9               6        0.689081        0.687588      0.00445391
             2.9               7        0.687817        0.687621      0.00381776
             2.9               8        0.692156        0.688188      0.00338236
             2.9               9        0.690167        0.688408      0.00301368
             2.9              10        0.683597        0.687927      0.00275045
             2.9              11        0.691611        0.688262      0.00252072
             2.9              12        0.696763         0.68897      0.00240817
             2.9              13        0.682566        0.688478      0.00227276
             2.9              14        0.669655        0.687133      0.00247635
             2.9              15        0.694265        0.687609      0.00235646
             2.9              16        0.673888        0.686751      0.00236006
             2.9              17        0.669248        0.685721      0.00243548
             2.9              18         0.68394        0.685622      0.00230218
             2.9              19        0.664096         0.68449      0.00244395
             2.9              20        0.672319        0.683881      0.00239632
            2.92               1        0.675187        0.675187               0
            2.92               2        0.673116        0.674151     0.000732274
            2.92               3        0.672681        0.673661      0.00063117
            2.92               4        0.685323        0.676577      0.00256881
            2.92               5        0.690283        0.679318       0.0031992
            2.92               6        0.685681        0.680378      0.00283632
            2.92               7        0.672138        0.679201      0.00266423
            2.92               8        0.676038        0.678806      0.00236036
            2.92               9        0.669298        0.677749      0.00232253
            2.92              10        0.686853         0.67866      0.00226164
            2.92              11        0.687054        0.679423      0.00218098
            2.92              12         0.67532        0.679081      0.00202585
            2.92              13        0.687627        0.679738      0.00197381
            2.92              14        0.682689        0.679949      0.00184404
            2.92              15        0.677265         0.67977      0.00172977
            2.92              16        0.662308        0.678679      0.00193557
            2.92              17        0.675511        0.678492      0.00183066
            2.92              18        0.661548        0.677551      0.00195607
            2.92              19        0.691901        0.678306      0.00199361
            2.92              20        0.674455        0.678114       0.0019032
            2.94               1        0.663284        0.663284               0
            2.94               2        0.688947        0.676116      0.00907333
            2.94               3        0.673492        0.675241      0.00609088
            2.94               4        0.677632        0.675839      0.00459739
            2.94               5        0.683529        0.677377      0.00392677
            2.94               6        0.663852        0.675123      0.00386556
            2.94               7        0.659129        0.672838      0.00393105
            2.94               8        0.671217        0.672635      0.00344489
            2.94               9        0.677244        0.673147      0.00309995
            2.94              10        0.672849        0.673117      0.00279009
            2.94              11        0.665671        0.672441      0.00261728
            2.94              12        0.666369        0.671935      0.00244759
            2.94              13        0.680774        0.672615      0.00235187
            2.94              14        0.664567         0.67204      0.00225304
            2.94              15        0.674211        0.672184      0.00210748
            2.94              16        0.677953        0.672545      0.00200637
            2.94              17        0.693972        0.673805      0.00224967
            2.94              18        0.656399        0.672838      0.00232326
            2.94              19        0.678924        0.673159      0.00222295
            2.94              20         0.66022        0.672512      0.00220393
            2.96               1        0.655172        0.655172               0
            2.96               2        0.678319        0.666745      0.00818374
            2.96               3        0.672634        0.668708      0.00568636
            2.96               4        0.664481        0.667651      0.00436186
            2.96               5        0.650527        0.664227      0.00464331
            2.96               6        0.659069        0.663367      0.00394819
            2.96               7        0.656255        0.662351      0.00351247
            2.96               8        0.660295        0.662094      0.00308279
            2.96               9        0.669215        0.662885         0.00284
            2.96              10        0.674216        0.664018      0.00277282
            2.96              11        0.663744        0.663993      0.00252086
            2.96              12        0.686573        0.665875      0.00293008
            2.96              13        0.660742         0.66548      0.00273116
            2.96              14        0.635465        0.663336      0.00327108
            2.96              15        0.665499         0.66348      0.00305618
            2.96              16        0.679683        0.664493      0.00302829
            2.96              17        0.657975         0.66411      0.00287432
            2.96              18        0.654497        0.663576      0.00276381
            2.96              19        0.677977        0.664334      0.00272029
            2.96              20        0.666346        0.664434      0.00258614
            2.98               1        0.646285        0.646285               0
            2.98               2        0.655504        0.650894      0.00325946
            2.98               3        0.657986        0.653258      0.00290638
            2.98               4        0.653274        0.653262      0.00217979
