#T      BLOCK:  ACTUAL_CV:     CV_AVE:      ERROR:
            1.72              18        0.242129        0.244908     0.000416249
            1.72              19        0.246589        0.244997     0.000403627
            1.72              20        0.244706        0.244982     0.000383708
            1.74               1        0.238468        0.238468               0
            1.74               2        0.242597        0.240533      0.00145989
            1.74               3        0.240916         0.24066     0.000978848
            1.74               4        0.242257         0.24106     0.000811462
            1.74               5        0.236706        0.240189      0.00101386
            1.74               6        0.243853          0.2408       0.0010122
            1.74               7        0.242632        0.241061     0.000900821
            1.74               8        0.238845        0.240784     0.000829715
            1.74               9        0.242785        0.241007      0.00076674
            1.74              10        0.241282        0.241034      0.00069056
            1.74              11        0.241845        0.241108     0.000631698
            1.74              12        0.237775         0.24083     0.000637192
            1.74              13        0.242323        0.240945     0.000598441
            1.74              14        0.239517        0.240843     0.000564319
            1.74              15        0.244152        0.241064     0.000568178
            1.74              16         0.24018        0.241008     0.000535345
            1.74              17        0.238999         0.24089     0.000516742
            1.74              18         0.24326        0.241022     0.000504534
            1.74              19        0.242078        0.241077      0.00048103
            1.74              20        0.239326         0.24099     0.000464885
            1.76               1        0.240065        0.240065               0
            1.76               2        0.237174         0.23862       0.0010221
            1.76               3        0.231278        0.236173       0.0021111
            1.76               4        0.235018        0.235884      0.00160293
            1.76               5         0.23705        0.236117      0.00129919
            1.76               6        0.234909        0.235916      0.00109814
            1.76               7        0.238816         0.23633      0.00101641
            1.76               8        0.238704        0.236627     0.000931657
            1.76               9        0.235467        0.236498     0.000837009
            1.76              10         0.23745        0.236593     0.000758703
            1.76              11        0.238586        0.236774     0.000711039
            1.76              12        0.235845        0.236697     0.000655991
            1.76              13        0.239889        0.236943     0.000649864
            1.76              14        0.235601        0.236847     0.000610468
            1.76              15        0.236197        0.236803     0.000571303
            1.76              16        0.238059        0.236882     0.000540958
            1.76              17        0.237762        0.236934     0.000511606
            1.76              18         0.23738        0.236958     0.000483783
            1.76              19        0.237579        0.236991     0.000459423
            1.76              20        0.241737        0.237228     0.000493958
            1.78               1        0.233934        0.233934               0
            1.78               2        0.231346         0.23264     0.000915174
            1.78               3        0.234922        0.233401     0.000870756
            1.78               4        0.236316         0.23413     0.000908261
            1.78               5        0.235922        0.234488     0.000794197
            1.78               6        0.234637        0.234513      0.00066222
            1.78               7        0.235093        0.234596     0.000572788
            1.78               8        0.237936        0.235013     0.000635368
            1.78               9        0.231497        0.234623     0.000674278
            1.78              10        0.238174        0.234978     0.000694101
            1.78              11        0.235909        0.235062     0.000636147
            1.78              12        0.229699        0.234615     0.000723326
            1.78              13        0.236287        0.234744     0.000679022
            1.78              14        0.238929        0.235043     0.000693212
            1.78              15        0.237477        0.235205     0.000665717
            1.78              16        0.235044        0.235195     0.000624185
            1.78              17        0.236639         0.23528     0.000593221
            1.78              18        0.233232        0.235166     0.000571077
            1.78              19        0.235753        0.235197     0.000541855
            1.78              20        0.235757        0.235225     0.000515485
             1.8               1        0.229416        0.229416               0
             1.8               2        0.227848        0.228632     0.000554347
             1.8               3        0.229705         0.22899     0.000471015
             1.8               4         0.23183          0.2297     0.000709131
             1.8               5        0.226287        0.229017      0.00083336
             1.8               6         0.23063        0.229286     0.000736543
             1.8               7        0.221937        0.228236      0.00115907
             1.8               8        0.228183         0.22823      0.00101421
             1.8               9        0.228363        0.228244     0.000901624
             1.8              10        0.231274        0.228547     0.000860847
             1.8              11        0.227095        0.228415     0.000792649
             1.8              12        0.228732        0.228442     0.000727035
             1.8              13        0.224905         0.22817     0.000720226
             1.8              14        0.226321        0.228038     0.000680783
             1.8              15         0.22848        0.228067     0.000636036
             1.8              16        0.230096        0.228194     0.000608788
             1.8              17        0.230089        0.228305      0.00058309
             1.8              18        0.229125        0.228351     0.000552472
             1.8              19        0.230743        0.228477     0.000537544
             1.8              20        0.228981        0.228502     0.000511257
            1.82               1        0.228031        0.228031               0
            1.82               2        0.225795        0.226913     0.000790326
            1.82               3        0.225269        0.226365     0.000691203
            1.82               4        0.227223         0.22658     0.000550691
            1.82               5        0.220595        0.225383      0.00115764
            1.82               6        0.229192        0.226018      0.00112542
            1.82               7        0.226938        0.226149      0.00097229
            1.82               8        0.227673         0.22634     0.000869202
            1.82               9        0.227575        0.226477     0.000783391
            1.82              10        0.224694        0.226299     0.000725045
            1.82              11        0.226789        0.226343       0.0006605
            1.82              12        0.224668        0.226204     0.000620036
            1.82              13        0.227421        0.226297      0.00057937
            1.82              14        0.223147        0.226072     0.000580046
            1.82              15        0.226205        0.226081     0.000541444
            1.82              16        0.232431        0.226478     0.000636651
            1.82              17        0.230163        0.226695     0.000635032
            1.82              18        0.226828        0.226702     0.000599796
            1.82              19        0.225691        0.226649     0.000570582
            1.82              20        0.227945        0.226714     0.000545723
            1.84               1        0.224626        0.224626               0
            1.84               2        0.220766        0.222696      0.00136483
            1.84               3        0.226341        0.223911      0.00134608
            1.84               4        0.222431        0.223541      0.00105916
            1.84               5        0.223282        0.223489     0.000848592
            1.84               6        0.222558        0.223334     0.000721209
            1.84               7        0.222271        0.223182      0.00063397
            1.84               8        0.220724        0.222875     0.000624749
            1.84               9        0.222427        0.222825      0.00055731
            1.84              10        0.224293        0.222972     0.000520544
            1.84              11        0.221238        0.222814     0.000496513
            1.84              12        0.221831        0.222732     0.000461852
            1.84              13        0.221647        0.222649     0.000433806
            1.84              14        0.224469        0.222779     0.000421847
            1.84              15        0.224292         0.22288     0.000405611
            1.84              16        0.222123        0.222832     0.000383004
            1.84              17         0.22586        0.223011     0.000399753
            1.84              18        0.223644        0.223046      0.00037909
            1.84              19        0.222443        0.223014     0.000360462
            1.84              20         0.22595        0.223161     0.000371124
            1.86               1        0.217344        0.217344               0
            1.86               2        0.216476         0.21691     0.000307049
            1.86               3        0.217474        0.217098     0.000255788
            1.86               4        0.217042        0.217084     0.000192228
            1.86               5        0.220883        0.217844     0.000696796
            1.86               6        0.217853        0.217845     0.000580665
            1.86               7        0.215419        0.217499     0.000592224
            1.86               8        0.215622        0.217264     0.000562742
            1.86               9        0.220699        0.217646     0.000616178
            1.86              10           0.218        0.217681     0.000555579
            1.86              11        0.219749        0.217869     0.000535924
            1.86              12         0.22107        0.218136     0.000553674
            1.86              13          0.2189        0.218195     0.000514193
            1.86              14         0.22134        0.218419     0.000524252
            1.86              15        0.218892        0.218451     0.000490249
            1.86              16        0.219393         0.21851     0.000463129
            1.86              17        0.221124        0.218664     0.000460712
            1.86              18        0.216425        0.218539     0.000451586
            1.86              19        0.213578        0.218278     0.000497608
            1.86              20        0.221001        0.218414        0.000491
            1.88               1        0.218074        0.218074               0
            1.88               2        0.217322        0.217698     0.000265636
            1.88               3        0.217494         0.21763     0.000185601
            1.88               4        0.215319        0.217052     0.000519429
            1.88               5        0.219128        0.217467     0.000557282
            1.88               6        0.214544         0.21698     0.000642982
            1.88               7        0.217866        0.217107     0.000563434
            1.88               8        0.219324        0.217384     0.000556995
            1.88               9        0.217091        0.217351     0.000496053
            1.88              10        0.217188        0.217335     0.000446716
            1.88              11        0.213979         0.21703     0.000499544
            1.88              12        0.215039        0.216864     0.000484671
            1.88              13         0.21836        0.216979     0.000460849
            1.88              14        0.215887        0.216901     0.000434485
            1.88              15        0.214742        0.216757     0.000428691
            1.88              16        0.214676        0.216627     0.000421177
            1.88              17        0.214534        0.216504     0.000414004
            1.88              18        0.211457        0.216224     0.000476581
            1.88              19        0.218094        0.216322     0.000461548
            1.88              20        0.213243        0.216168     0.000463429
             1.9               1        0.211331        0.211331               0
             1.9               2        0.215593        0.213462      0.00150707
             1.9               3        0.212994        0.213306      0.00101276
             1.9               4        0.214823        0.213685     0.000827546
             1.9               5        0.211524        0.213253     0.000766617
             1.9               6        0.211236        0.212917     0.000708736
             1.9               7        0.215581        0.213297     0.000702261
             1.9               8        0.210247        0.212916     0.000710494
             1.9               9        0.210571        0.212656     0.000677632
             1.9              10        0.212983        0.212688     0.000610658
             1.9              11        0.213108        0.212727     0.000556336
             1.9              12        0.216294        0.213024     0.000584042
             1.9              13        0.209748        0.212772      0.00059098
             1.9              14        0.213672        0.212836     0.000552255
             1.9              15        0.211681        0.212759     0.000520778
             1.9              16        0.213565         0.21281      0.00049066
             1.9              17        0.213741        0.212864     0.000464846
             1.9              18        0.210733        0.212746     0.000453854
             1.9              19        0.213172        0.212768     0.000430521
             1.9              20        0.214648        0.212862     0.000419129
            1.92               1        0.205707        0.205707               0
            1.92               2        0.209091        0.207399      0.00119639
            1.92               3        0.211652        0.208817      0.00140568
            1.92               4        0.209274        0.208931       0.0010589
            1.92               5        0.210553        0.209255     0.000895423
            1.92               6        0.207449        0.208954     0.000795217
            1.92               7        0.208188        0.208845     0.000689116
            1.92               8        0.209236        0.208894     0.000604707
            1.92               9         0.20927        0.208935     0.000538959
            1.92              10         0.20879        0.208921     0.000485259
            1.92              11        0.209475        0.208971      0.00044375
            1.92              12         0.21137        0.209171     0.000449544
            1.92              13        0.210516        0.209275     0.000426709
            1.92              14        0.210924        0.209392     0.000412172
            1.92              15        0.210163        0.209444     0.000387885
            1.92              16         0.20943        0.209443     0.000363643
            1.92              17         0.21145        0.209561       0.0003609
            1.92              18        0.208968        0.209528     0.000342353
            1.92              19        0.207556        0.209424     0.000339705
            1.92              20        0.208661        0.209386     0.000324859
            1.94               1        0.207885        0.207885               0
            1.94               2        0.208417        0.208151     0.000188048
            1.94               3        0.205024        0.207109     0.000860104
            1.94               4        0.207818        0.207286     0.000663089
            1.94               5        0.204272        0.206683     0.000756397
            1.94               6        0.205287        0.206451     0.000665153
            1.94               7        0.203121        0.205975     0.000720394
            1.94               8        0.206038        0.205983     0.000630388
            1.94               9        0.205605        0.205941     0.000561741
            1.94              10        0.204015        0.205748     0.000537559
            1.94              11        0.208075         0.20596     0.000528666
            1.94              12        0.206998        0.206046     0.000491646
            1.94              13          0.2008        0.205643     0.000596922
            1.94              14        0.204793        0.205582     0.000557362
            1.94              15        0.204999        0.205543     0.000521557
            1.94              16        0.203191        0.205396      0.00050926
            1.94              17         0.20711        0.205497     0.000489185
            1.94              18        0.208957        0.205689     0.000498354
            1.94              19         0.20453        0.205628     0.000475846
            1.94              20        0.208118        0.205753     0.000468058
            1.96               1        0.202658        0.202658               0
            1.96               2        0.204567        0.203612     0.000674881
            1.96               3        0.203402        0.203542     0.000453541
            1.96               4        0.202566        0.203298     0.000400449
            1.96               5        0.204542        0.203547     0.000390002
            1.96               6        0.202655        0.203398     0.000352212
            1.96               7        0.202262        0.203236     0.000337252
            1.96               8        0.204126        0.203347     0.000312931
            1.96               9        0.200591        0.203041     0.000400951
            1.96              10        0.202373        0.202974     0.000366368
            1.96              11        0.202416        0.202923     0.000336558
            1.96              12        0.201111        0.202772     0.000340708
            1.96              13        0.199939        0.202554     0.000377847
            1.96              14        0.204649        0.202704     0.000379319
            1.96              15        0.202592        0.202697     0.000354105
            1.96              16        0.203125        0.202723     0.000332985
            1.96              17        0.203345         0.20276     0.000315401
            1.96              18        0.202383        0.202739     0.000298573
            1.96              19        0.202994        0.202752     0.000283161
            1.96              20        0.205854        0.202907     0.000308572
            1.98               1        0.199526        0.199526               0
            1.98               2        0.199039        0.199283     0.000172258
            1.98               3        0.202541        0.200369     0.000894268
            1.98               4          0.2001        0.200302     0.000673223
            1.98               5        0.200977        0.200437     0.000551949
            1.98               6        0.201065        0.200541     0.000469777
            1.98               7        0.197689        0.200134     0.000551784
            1.98               8        0.199866          0.2001     0.000483825
            1.98               9        0.199522        0.200036     0.000434318
            1.98              10        0.199173         0.19995     0.000399374
            1.98              11        0.196722        0.199656     0.000458368
            1.98              12        0.197957        0.199515     0.000441508
            1.98              13        0.196728          0.1993     0.000456638
            1.98              14        0.198447        0.199239      0.00042807
            1.98              15        0.198914        0.199218      0.00040008
            1.98              16        0.203356        0.199476        0.000451
            1.98              17        0.201299        0.199583     0.000437026
            1.98              18        0.201701        0.199701      0.00042829
            1.98              19        0.198699        0.199648     0.000408986
            1.98              20        0.199955        0.199664     0.000388824
               2               1        0.200221        0.200221               0
               2               2        0.195945        0.198083      0.00151159
               2               3        0.196327        0.197498      0.00111531
               2               4        0.191724        0.196054      0.00150413
               2               5         0.19649        0.196141      0.00120583
               2               6        0.196358        0.196177       0.0010054
               2               7        0.196347        0.196202     0.000862065
               2               8        0.198182        0.196449     0.000789033
               2               9        0.197293        0.196543     0.000706916
               2              10         0.19674        0.196563     0.000636498
               2              11        0.200089        0.196883     0.000654419
               2              12        0.193494        0.196601     0.000658012
               2              13        0.197458        0.196667     0.000610691
               2              14        0.195612        0.196591     0.000571702
               2              15        0.194008        0.196419     0.000558919
               2              16        0.196289        0.196411     0.000524045
               2              17        0.199076        0.196568     0.000516131
               2              18        0.197742        0.196633     0.000491562
               2              19        0.197845        0.196697     0.000469811
               2              20        0.195148        0.196619     0.000452659
            2.02               1        0.197396        0.197396               0
            2.02               2        0.192717        0.195057      0.00165418
            2.02               3        0.195863        0.195325      0.00112441
            2.02               4        0.196164        0.195535     0.000862614
            2.02               5        0.193493        0.195127      0.00078081
            2.02               6        0.193612        0.194874      0.00069029
            2.02               7        0.193327        0.194653     0.000626059
            2.02               8        0.194956        0.194691     0.000548942
            2.02               9        0.194882        0.194712     0.000488359
            2.02              10        0.194285        0.194669     0.000441386
            2.02              11        0.191859        0.194414     0.000469413
            2.02              12        0.192256        0.194234     0.000463465
            2.02              13        0.194998        0.194293      0.00043152
            2.02              14         0.19457        0.194313     0.000401149
            2.02              15        0.192895        0.194218     0.000385384
            2.02              16        0.193832        0.194194     0.000362052
            2.02              17        0.194693        0.194223     0.000341943
            2.02              18        0.192581        0.194132     0.000334903
            2.02              19        0.199052        0.194391     0.000405208
            2.02              20        0.194335        0.194388     0.000384958
            2.04               1        0.188599        0.188599               0
            2.04               2        0.190846        0.189723     0.000794357
            2.04               3        0.189266        0.189571     0.000543969
            2.04               4        0.191577        0.190072     0.000595885
            2.04               5        0.188932        0.189844     0.000518484
            2.04               6        0.192853        0.190346     0.000629492
            2.04               7        0.190687        0.190394     0.000541456
            2.04               8        0.191356        0.190515     0.000486928
            2.04               9        0.193186        0.190811     0.000515443
            2.04              10        0.190176        0.190748     0.000467798
            2.04              11        0.191297        0.190798     0.000427924
            2.04              12        0.187753        0.190544     0.000461388
            2.04              13        0.194689        0.190863     0.000524638
            2.04              14        0.187701        0.190637     0.000533565
            2.04              15        0.189401        0.190555     0.000504319
            2.04              16        0.189234        0.190472     0.000479505
            2.04              17        0.192354        0.190583     0.000463898
            2.04              18        0.191898        0.190656     0.000443844
            2.04              19        0.193546        0.190808     0.000445791
            2.04              20        0.187364        0.190636     0.000455552
            2.06               1        0.190426        0.190426               0
            2.06               2        0.183651        0.187038      0.00239547
            2.06               3        0.186587        0.186888      0.00160171
            2.06               4         0.19041        0.187768      0.00142293
            2.06               5        0.187187        0.187652      0.00114308
            2.06               6        0.190048        0.188052      0.00101995
            2.06               7        0.189535        0.188264      0.00089599
            2.06               8         0.18921        0.188382     0.000791763
            2.06               9        0.192682         0.18886       0.0008356
            2.06              10        0.190484        0.189022     0.000767668
            2.06              11        0.188674         0.18899     0.000698531
            2.06              12        0.193467        0.189364     0.000733208
            2.06              13        0.188626        0.189307     0.000679001
            2.06              14        0.188287        0.189234     0.000634398
            2.06              15        0.185605        0.188992     0.000636565
            2.06              16        0.189857        0.189046     0.000599069
            2.06              17        0.191694        0.189202     0.000583729
            2.06              18        0.189725        0.189231     0.000552022
            2.06              19        0.191303         0.18934     0.000533633
            2.06              20        0.186029        0.189174     0.000532014
            2.08               1        0.182818        0.182818               0
            2.08               2        0.183587        0.183203     0.000272009
            2.08               3        0.183342        0.183249     0.000185271
            2.08               4        0.182011         0.18294     0.000301943
            2.08               5         0.18643        0.183638       0.0006695
            2.08               6        0.185325        0.183919     0.000614124
            2.08               7        0.185524        0.184148     0.000567601
            2.08               8        0.186168        0.184401      0.00054995
            2.08               9        0.187408        0.184735      0.00058156
            2.08              10        0.186189         0.18488      0.00054127
            2.08              11        0.185605        0.184946     0.000496056
            2.08              12        0.183875        0.184857      0.00046268
            2.08              13        0.184365        0.184819     0.000428633
            2.08              14        0.187014        0.184976     0.000425721
            2.08              15        0.185641         0.18502      0.00039964
            2.08              16         0.18306        0.184898     0.000392998
            2.08              17        0.186963        0.185019     0.000388202
            2.08              18        0.185802        0.185063     0.000369063
            2.08              19        0.183604        0.184986     0.000357532
            2.08              20        0.184574        0.184965     0.000340248
             2.1               1        0.182342        0.182342               0
             2.1               2        0.184999         0.18367     0.000939259
             2.1               3        0.183964        0.183768     0.000631248
             2.1               4        0.180799        0.183026     0.000798452
             2.1               5        0.183577        0.183136      0.00064633
             2.1               6        0.181034        0.182786     0.000626448
             2.1               7        0.181136         0.18255     0.000579594
             2.1               8        0.182262        0.182514     0.000508261
             2.1               9        0.182667        0.182531     0.000452072
             2.1              10        0.182579        0.182536      0.00040689
             2.1              11        0.178636        0.182181     0.000501106
             2.1              12        0.183929        0.182327     0.000480053
             2.1              13          0.1824        0.182333     0.000443158
             2.1              14        0.181795        0.182294     0.000413167
             2.1              15        0.184399        0.182434     0.000408766
             2.1              16        0.182303        0.182426     0.000383301
             2.1              17        0.180716        0.182326      0.00037373
             2.1              18        0.180986        0.182251       0.0003603
             2.1              19        0.180813        0.182176     0.000349198
             2.1              20        0.181348        0.182134     0.000334184
            2.12               1         0.17847         0.17847               0
            2.12               2        0.180913        0.179692     0.000863786
            2.12               3         0.17777        0.179051      0.00077797
            2.12               4         0.17999        0.179286     0.000617907
            2.12               5        0.179863        0.179401     0.000504977
            2.12               6        0.178903        0.179318     0.000427574
            2.12               7        0.179537         0.17935     0.000367631
            2.12               8         0.17647         0.17899     0.000465665
            2.12               9        0.180551        0.179163     0.000445075
            2.12              10        0.178048        0.179052     0.000414308
            2.12              11        0.180141        0.179151     0.000388303
            2.12              12        0.180176        0.179236     0.000365229
            2.12              13         0.18242        0.179481     0.000411126
            2.12              14        0.179183         0.17946     0.000382311
            2.12              15         0.17956        0.179466     0.000356882
            2.12              16        0.180664        0.179541     0.000342341
            2.12              17        0.182276        0.179702     0.000358001
            2.12              18        0.178634        0.179643      0.00034299
            2.12              19        0.178371        0.179576     0.000331409
            2.12              20        0.178035        0.179499     0.000323664
            2.14               1        0.174716        0.174716               0
            2.14               2        0.177397        0.176057     0.000948132
            2.14               3        0.174647        0.175587     0.000739401
            2.14               4        0.178138        0.176225     0.000782712
            2.14               5        0.177594        0.176499     0.000672413
            2.14               6        0.177277        0.176628     0.000572709
            2.14               7        0.176996        0.176681       0.0004933
            2.14               8        0.178962        0.176966     0.000507389
            2.14               9         0.17642        0.176905     0.000454618
            2.14              10        0.177209        0.176936     0.000410172
            2.14              11        0.175556         0.17681     0.000391602
            2.14              12        0.175741        0.176721     0.000368971
            2.14              13        0.177846        0.176808     0.000350591
            2.14              14        0.179382        0.176992     0.000370654
            2.14              15        0.179409        0.177153     0.000379372
            2.14              16        0.176917        0.177138     0.000355947
            2.14              17         0.17532        0.177031     0.000350706
            2.14              18        0.177496        0.177057     0.000332172
            2.14              19        0.175318        0.176965     0.000327053
            2.14              20        0.176695        0.176952     0.000310979
            2.16               1        0.175058        0.175058               0
            2.16               2        0.175368        0.175213     0.000109653
            2.16               3        0.174287        0.174904     0.000262428
            2.16               4        0.174248         0.17474     0.000242758
            2.16               5        0.171868        0.174166     0.000549306
            2.16               6         0.17367        0.174083     0.000463942
            2.16               7        0.173509        0.174001     0.000404845
            2.16               8        0.172048        0.173757     0.000421479
            2.16               9        0.175145        0.173911     0.000401887
            2.16              10        0.172817        0.173802     0.000376291
            2.16              11        0.174163        0.173835     0.000343511
            2.16              12        0.174321        0.173875     0.000317268
            2.16              13        0.175937        0.174034     0.000330114
            2.16              14        0.170221        0.173761     0.000403535
            2.16              15        0.173451        0.173741     0.000377162
            2.16              16        0.170762        0.173555     0.000396896
            2.16              17        0.173737        0.173565     0.000373694
            2.16              18        0.174291        0.173606     0.000355099
            2.16              19        0.175588         0.17371     0.000351405
            2.16              20        0.174931        0.173771     0.000339093
            2.18               1        0.172281        0.172281               0
            2.18               2        0.174024        0.173152     0.000616309
            2.18               3        0.172206        0.172837     0.000484933
            2.18               4        0.170476        0.172247     0.000627352
            2.18               5        0.174545        0.172706     0.000648764
            2.18               6        0.172298        0.172638     0.000544198
            2.18               7        0.168741        0.172081     0.000695212
            2.18               8        0.167984        0.171569     0.000774356
            2.18               9         0.17093        0.171498     0.000691566
            2.18              10        0.169175        0.171266     0.000660287
            2.18              11        0.168924        0.171053     0.000633653
            2.18              12        0.170986        0.171047     0.000580874
            2.18              13         0.17137        0.171072      0.00053672
            2.18              14        0.170317        0.171018     0.000501086
            2.18              15        0.172707        0.171131     0.000480155
            2.18              16        0.169765        0.171045     0.000457672
            2.18              17        0.171777        0.171088     0.000432766
            2.18              18        0.173274         0.17121     0.000425416
            2.18              19        0.174722        0.171395     0.000441364
            2.18              20         0.17203        0.171426     0.000420437
             2.2               1        0.169774        0.169774               0
             2.2               2        0.169992        0.169883     7.71121e-05
             2.2               3        0.169542        0.169769     0.000106106
             2.2               4        0.169522        0.169707     9.58654e-05
             2.2               5        0.170188        0.169803     0.000115233
             2.2               6        0.174043         0.17051     0.000652169
             2.2               7        0.167245        0.170044     0.000706395
             2.2               8        0.169663        0.169996     0.000619694
             2.2               9          0.1692        0.169907      0.00055712
             2.2              10        0.166528         0.16957     0.000595151
             2.2              11        0.168151        0.169441     0.000554835
             2.2              12        0.169657        0.169459     0.000508893
             2.2              13        0.169269        0.169444     0.000469957
             2.2              14        0.170764        0.169538     0.000445752
             2.2              15        0.171655        0.169679     0.000437799
             2.2              16        0.165255        0.169403     0.000490052
             2.2              17        0.167436        0.169287     0.000474688
             2.2              18        0.169637        0.169307     0.000448714
             2.2              19        0.170983        0.169395     0.000433689
             2.2              20        0.166649        0.169258     0.000433185
            2.22               1        0.166289        0.166289               0
            2.22               2        0.166771         0.16653     0.000170349
            2.22               3        0.166976        0.166678     0.000166258
            2.22               4        0.163904        0.165985     0.000613457
            2.22               5         0.16583        0.165954     0.000491551
            2.22               6        0.166459        0.166038     0.000416784
            2.22               7        0.165732        0.165994     0.000359529
            2.22               8        0.164824        0.165848     0.000343043
            2.22               9        0.167016        0.165978     0.000328557
            2.22              10        0.166096         0.16599     0.000295915
            2.22              11        0.166671        0.166052     0.000275418
            2.22              12        0.166957        0.166127     0.000262603
            2.22              13        0.167049        0.166198     0.000251787
            2.22              14        0.164274        0.166061     0.000268696
            2.22              15        0.167872        0.166181     0.000276602
            2.22              16        0.165452        0.166136     0.000263043
            2.22              17        0.167254        0.166202     0.000255657
            2.22              18        0.167677        0.166284     0.000254253
            2.22              19        0.165501        0.166242     0.000244184
            2.22              20        0.166521        0.166256      0.00023237
            2.24               1        0.164232        0.164232               0
            2.24               2        0.163471        0.163851     0.000269067
            2.24               3        0.164728        0.164144     0.000298485
            2.24               4         0.16413         0.16414     0.000223883
            2.24               5        0.166651        0.164642     0.000483474
            2.24               6        0.163385        0.164433     0.000445997
            2.24               7         0.16246        0.164151     0.000462822
            2.24               8        0.162575        0.163954     0.000444909
            2.24               9        0.167028        0.164296     0.000509984
            2.24              10        0.165439         0.16441     0.000471624
            2.24              11        0.168117        0.164747     0.000535797
            2.24              12        0.166913        0.164927     0.000520656
            2.24              13        0.166928        0.165081      0.00050283
            2.24              14        0.165282        0.165096     0.000467118
            2.24              15        0.164991        0.165089     0.000436029
            2.24              16        0.163939        0.165017     0.000414659
            2.24              17        0.166752        0.165119     0.000402637
            2.24              18        0.165306        0.165129     0.000380401
            2.24              19        0.163348        0.165035     0.000371753
            2.24              20        0.163789        0.164973     0.000358348
            2.26               1        0.160912        0.160912               0
            2.26               2        0.161483        0.161197     0.000202027
            2.26               3        0.161992        0.161462     0.000254727
            2.26               4        0.164308        0.162173     0.000645007
            2.26               5        0.161541        0.162047     0.000528276
            2.26               6        0.161268        0.161917     0.000455888
            2.26               7        0.162149         0.16195      0.00039196
            2.26               8        0.162302        0.161994      0.00034542
            2.26               9        0.163048        0.162111      0.00032627
            2.26              10        0.162907        0.162191     0.000303188
            2.26              11        0.162577        0.162226     0.000277655
            2.26              12         0.16152        0.162167     0.000260681
            2.26              13        0.163512        0.162271      0.00026035
            2.26              14        0.162769        0.162306     0.000244179
            2.26              15        0.162727        0.162334     0.000229504
            2.26              16        0.160417        0.162214     0.000244441
            2.26              17        0.163794        0.162307     0.000247093
            2.26              18        0.161458         0.16226     0.000237826
            2.26              19        0.164115        0.162358      0.00024453
            2.26              20        0.161142        0.162297     0.000239743
            2.28               1        0.157928        0.157928               0
            2.28               2        0.158836        0.158382     0.000321125
            2.28               3        0.162082        0.159615      0.00102933
            2.28               4        0.161365        0.160053     0.000859969
            2.28               5        0.158189         0.15968     0.000764477
            2.28               6        0.159979         0.15973     0.000638684
            2.28               7        0.161263        0.159949     0.000583779
            2.28               8        0.157822        0.159683     0.000568118
            2.28               9        0.158988        0.159606     0.000510223
            2.28              10         0.15893        0.159538     0.000463661
            2.28              11        0.160612        0.159636     0.000431668
            2.28              12        0.157796        0.159483     0.000422035
            2.28              13        0.158945        0.159441     0.000391591
