#T      BLOCK:   ACTUAL_M:      M_AVE:      ERROR:
            2.36              10        0.021342       0.0203044     0.000937296
            2.36              11      0.00849455       0.0192308      0.00133189
            2.36              12       0.0174662       0.0190837      0.00122899
            2.36              13        0.012831       0.0186027      0.00122496
            2.36              14       0.0140806       0.0182797      0.00117928
            2.36              15       0.0195411       0.0183638      0.00110366
            2.36              16        0.011446       0.0179315      0.00111616
            2.36              17       0.0231281       0.0182371      0.00109156
            2.36              18       0.0159145       0.0181081      0.00103852
            2.36              19        0.021106       0.0182659     0.000995773
            2.36              20       0.0218455       0.0184449     0.000961935
            2.38               1       0.0200341       0.0200341               0
            2.38               2       0.0150102       0.0175221      0.00177621
            2.38               3       0.0187079       0.0179174      0.00122733
            2.38               4       0.0194856       0.0183094     0.000981124
            2.38               5       0.0166172        0.017971     0.000841251
            2.38               6       0.0186048       0.0180766     0.000707644
            2.38               7       0.0200091       0.0183527     0.000658204
            2.38               8       0.0162067       0.0180845     0.000628216
            2.38               9       0.0209531       0.0184032     0.000634138
            2.38              10       0.0150634       0.0180692     0.000652777
            2.38              11       0.0239445       0.0186033      0.00078199
            2.38              12       0.0205842       0.0187684     0.000734039
            2.38              13       0.0149121       0.0184718     0.000735073
            2.38              14       0.0183855       0.0184656     0.000682594
            2.38              15       0.0205642       0.0186055     0.000651268
            2.38              16       0.0202069       0.0187056     0.000618206
            2.38              17       0.0240774       0.0190216     0.000657659
            2.38              18       0.0195072       0.0190486     0.000621676
            2.38              19       0.0183473       0.0190117     0.000590051
            2.38              20       0.0146944       0.0187958     0.000598733
             2.4               1       0.0249406       0.0249406               0
             2.4               2       0.0227054        0.023823     0.000790275
             2.4               3       0.0179505       0.0218655      0.00168289
             2.4               4        0.020706       0.0215756      0.00128689
             2.4               5       0.0232976         0.02192      0.00107461
             2.4               6       0.0244688       0.0223448     0.000975863
             2.4               7       0.0207579       0.0221181     0.000862385
             2.4               8       0.0154576       0.0212856       0.0010844
             2.4               9       0.0202543        0.021171     0.000969945
             2.4              10       0.0218655       0.0212404     0.000875434
             2.4              11       0.0203631       0.0211607     0.000799474
             2.4              12       0.0184373       0.0209337     0.000764383
             2.4              13       0.0181011       0.0207158     0.000735987
             2.4              14       0.0185796       0.0205632     0.000699056
             2.4              15       0.0169516       0.0203225     0.000692676
             2.4              16       0.0223875       0.0204515     0.000661298
             2.4              17       0.0154375       0.0201566     0.000685021
             2.4              18       0.0153472       0.0198894     0.000697128
             2.4              19       0.0113987       0.0194425     0.000790801
             2.4              20       0.0176142       0.0193511     0.000756527
            2.42               1       0.0232943       0.0232943               0
            2.42               2       0.0141676       0.0187309      0.00322679
            2.42               3       0.0180665       0.0185095      0.00215878
            2.42               4         0.01872       0.0185621      0.00161973
            2.42               5       0.0212749       0.0191047      0.00138367
            2.42               6       0.0213693       0.0194821      0.00120344
            2.42               7       0.0161381       0.0190044      0.00112234
            2.42               8       0.0161617       0.0186491      0.00103677
            2.42               9       0.0176034       0.0185329     0.000928061
            2.42              10       0.0253103       0.0192106      0.00105407
            2.42              11       0.0153263       0.0188575      0.00101567
            2.42              12       0.0168067       0.0186866     0.000945298
            2.42              13       0.0212362       0.0188827     0.000892697
            2.42              14       0.0189575       0.0188881     0.000828949
            2.42              15       0.0156025        0.018669     0.000802102
            2.42              16       0.0218459       0.0188676     0.000776157
            2.42              17       0.0195604       0.0189083      0.00073157
            2.42              18       0.0178459       0.0188493     0.000693304
            2.42              19       0.0159141       0.0186948     0.000673806
            2.42              20       0.0150838       0.0185143     0.000663865
            2.44               1       0.0151733       0.0151733               0
            2.44               2       0.0178232       0.0164983     0.000936855
            2.44               3       0.0167297       0.0165754     0.000627738
            2.44               4       0.0175146       0.0168102     0.000512841
            2.44               5       0.0170314       0.0168545     0.000412177
            2.44               6       0.0217547       0.0176712     0.000820864
            2.44               7       0.0239349        0.018566      0.00108691
            2.44               8       0.0206849       0.0188308     0.000982787
            2.44               9       0.0181504       0.0187552     0.000876492
            2.44              10       0.0123557       0.0181153      0.00099542
            2.44              11       0.0167534       0.0179915     0.000912594
            2.44              12       0.0114894       0.0174496     0.000984345
            2.44              13       0.0187522       0.0175498     0.000913711
            2.44              14       0.0156175       0.0174118     0.000858808
            2.44              15       0.0167771       0.0173695     0.000802595
            2.44              16       0.0175757       0.0173824     0.000752537
            2.44              17       0.0141561       0.0171926     0.000731808
            2.44              18       0.0126354       0.0169394     0.000733641
            2.44              19       0.0153378       0.0168551     0.000699855
            2.44              20       0.0164381       0.0168343     0.000665172
            2.46               1       0.0163986       0.0163986               0
            2.46               2       0.0195248       0.0179617      0.00110526
            2.46               3       0.0219359       0.0192864      0.00130878
            2.46               4       0.0241304       0.0204974      0.00143644
            2.46               5       0.0153338       0.0194647      0.00147437
            2.46               6       0.0162519       0.0189292      0.00132231
            2.46               7       0.0150864       0.0183802      0.00124215
            2.46               8       0.0206288       0.0186613      0.00111823
            2.46               9       0.0183661       0.0186285     0.000994462
            2.46              10       0.0228062       0.0190463     0.000978841
            2.46              11       0.0214411        0.019264     0.000913745
            2.46              12       0.0182108       0.0191762     0.000841804
            2.46              13      0.00985112       0.0184589      0.00103864
            2.46              14       0.0176238       0.0183993     0.000966161
            2.46              15       0.0160625       0.0182435     0.000914224
            2.46              16       0.0152502       0.0180564     0.000876017
            2.46              17       0.0134141       0.0177833     0.000866004
            2.46              18       0.0177228         0.01778     0.000817899
            2.46              19       0.0232652       0.0180687      0.00082423
            2.46              20       0.0182142       0.0180759      0.00078305
            2.48               1       0.0240199       0.0240199               0
            2.48               2       0.0203031       0.0221615      0.00131408
            2.48               3       0.0198617       0.0213949      0.00107669
            2.48               4       0.0204543       0.0211598     0.000832799
            2.48               5       0.0206793       0.0210637     0.000671761
            2.48               6       0.0176135       0.0204886     0.000767419
            2.48               7       0.0184224       0.0201935     0.000712295
            2.48               8       0.0211155       0.0203087     0.000632515
            2.48               9       0.0119421       0.0193791      0.00104129
            2.48              10       0.0167461       0.0191158      0.00096988
            2.48              11       0.0191129       0.0191155     0.000881709
            2.48              12       0.0181511       0.0190352     0.000811888
            2.48              13       0.0246915       0.0194703      0.00085814
            2.48              14       0.0181974       0.0193794     0.000801646
            2.48              15       0.0216428       0.0195303     0.000762273
            2.48              16       0.0190459          0.0195     0.000715231
            2.48              17       0.0215363       0.0196198     0.000683116
            2.48              18       0.0224415       0.0197765     0.000662908
            2.48              19       0.0191507       0.0197436     0.000628836
            2.48              20       0.0209232       0.0198026     0.000600154
             2.5               1      0.00991876      0.00991876               0
             2.5               2       0.0173742       0.0136465      0.00263591
             2.5               3       0.0156387       0.0143106      0.00183903
             2.5               4       0.0199343       0.0157165       0.0018398
             2.5               5       0.0204218       0.0166576      0.00169552
             2.5               6       0.0215194       0.0174679      0.00159485
             2.5               7       0.0170908        0.017414      0.00136793
             2.5               8       0.0192965       0.0176493        0.001217
             2.5               9       0.0146206       0.0173128      0.00112735
             2.5              10       0.0187329       0.0174548      0.00102352
             2.5              11       0.0266655       0.0182921      0.00122604
             2.5              12        0.014484       0.0179748      0.00116422
             2.5              13       0.0131841       0.0176063      0.00113148
             2.5              14       0.0159775       0.0174899      0.00105663
             2.5              15       0.0190562       0.0175944     0.000991331
             2.5              16       0.0172636       0.0175737     0.000929589
             2.5              17       0.0176612       0.0175788     0.000874921
             2.5              18       0.0179481       0.0175993     0.000826555
             2.5              19        0.012057       0.0173076     0.000832935
             2.5              20       0.0129438       0.0170895     0.000819368
            2.52               1       0.0185291       0.0185291               0
            2.52               2       0.0169652       0.0177471     0.000552941
            2.52               3       0.0194685       0.0183209     0.000596139
            2.52               4       0.0187761       0.0184347     0.000457838
            2.52               5       0.0240073       0.0195493      0.00106201
            2.52               6       0.0224938         0.02004     0.000991939
            2.52               7       0.0177184       0.0197084     0.000903979
            2.52               8       0.0121515       0.0187638      0.00118591
            2.52               9      0.00901144       0.0176802      0.00146797
            2.52              10       0.0151507       0.0174272      0.00134279
            2.52              11       0.0223251       0.0178725      0.00129243
            2.52              12       0.0123203       0.0174098      0.00126484
            2.52              13       0.0217979       0.0177473      0.00121175
            2.52              14       0.0175584       0.0177338      0.00112527
            2.52              15       0.0200913        0.017891      0.00106117
            2.52              16       0.0183586       0.0179202      0.00099525
            2.52              17       0.0166729       0.0178469     0.000939407
            2.52              18       0.0215596       0.0180531      0.00090958
            2.52              19       0.0235724       0.0183436     0.000906908
            2.52              20       0.0186144       0.0183572     0.000861663
            2.54               1       0.0163901       0.0163901               0
            2.54               2       0.0140476       0.0152188     0.000828177
            2.54               3       0.0196971       0.0167116      0.00133806
            2.54               4       0.0214373        0.017893      0.00143315
            2.54               5        0.013188        0.016952      0.00142229
            2.54               6       0.0244013       0.0181936      0.00163991
            2.54               7       0.0166071       0.0179669      0.00142121
            2.54               8       0.0150753       0.0176055      0.00128871
            2.54               9       0.0203571       0.0179112      0.00118123
            2.54              10        0.015077       0.0176278      0.00109658
            2.54              11      0.00947479       0.0168866      0.00122197
            2.54              12       0.0222549        0.017334      0.00119923
            2.54              13       0.0219573       0.0176896      0.00115852
            2.54              14       0.0185662       0.0177522      0.00107746
            2.54              15       0.0136082        0.017476      0.00104044
            2.54              16       0.0230217       0.0178226      0.00103153
            2.54              17        0.023174       0.0181374      0.00101775
            2.54              18       0.0195816       0.0182176      0.00096437
            2.54              19        0.015688       0.0180845     0.000922758
            2.54              20       0.0165949         0.01801      0.00087962
            2.56               1       0.0226399       0.0226399               0
            2.56               2       0.0210826       0.0218613     0.000550612
            2.56               3       0.0213063       0.0216763     0.000396933
            2.56               4       0.0211601       0.0215472     0.000317986
            2.56               5       0.0158414       0.0204061      0.00105191
            2.56               6       0.0193631       0.0202323     0.000890835
            2.56               7       0.0156987       0.0195846     0.000970858
            2.56               8       0.0182145       0.0194133     0.000864475
            2.56               9       0.0194318       0.0194154     0.000768425
            2.56              10       0.0163559       0.0191094     0.000750022
            2.56              11       0.0168421       0.0189033     0.000709596
            2.56              12       0.0185122       0.0188707     0.000651211
            2.56              13       0.0156107         0.01862     0.000647606
            2.56              14       0.0147597       0.0183442     0.000657432
            2.56              15       0.0196521       0.0184314     0.000619357
            2.56              16       0.0168104       0.0183301     0.000588876
            2.56              17       0.0112169       0.0179117     0.000686991
            2.56              18        0.023438       0.0182187     0.000714141
            2.56              19       0.0203885       0.0183329     0.000685624
            2.56              20        0.014839       0.0181582     0.000673231
            2.58               1       0.0129321       0.0129321               0
            2.58               2       0.0213845       0.0171583      0.00298838
            2.58               3       0.0169828       0.0170998      0.00199282
            2.58               4       0.0180819       0.0173453      0.00150967
            2.58               5       0.0175111       0.0173785       0.0012081
            2.58               6      0.00987945       0.0161286      0.00152161
            2.58               7       0.0165751       0.0161924      0.00130557
            2.58               8        0.016357        0.016213      0.00114254
            2.58               9       0.0261993       0.0173226      0.00145801
            2.58              10       0.0143893       0.0170293      0.00134139
            2.58              11       0.0168853       0.0170162      0.00121951
            2.58              12       0.0106453       0.0164853      0.00122802
            2.58              13       0.0140844       0.0163006      0.00114736
            2.58              14        0.020133       0.0165743      0.00109758
            2.58              15       0.0213189       0.0168906      0.00106901
            2.58              16        0.019009        0.017023      0.00101037
            2.58              17       0.0129073       0.0167809     0.000979509
            2.58              18       0.0196614       0.0169409     0.000938073
            2.58              19       0.0151906       0.0168488     0.000893213
            2.58              20       0.0232778       0.0171703     0.000904546
             2.6               1        0.012363        0.012363               0
             2.6               2        0.019835        0.016099      0.00264176
             2.6               3       0.0220397       0.0180792       0.0023908
             2.6               4       0.0182493       0.0181217      0.00179348
             2.6               5       0.0185632         0.01821      0.00143696
             2.6               6       0.0150047       0.0176758      0.00129296
             2.6               7       0.0171327       0.0175982      0.00111058
             2.6               8       0.0207358       0.0179904       0.0010387
             2.6               9       0.0178997       0.0179803     0.000923339
             2.6              10       0.0215492       0.0183372     0.000897328
             2.6              11       0.0177552       0.0182843     0.000817311
             2.6              12       0.0195211       0.0183874     0.000755673
             2.6              13       0.0172522          0.0183     0.000702571
             2.6              14       0.0159679       0.0181335     0.000671846
             2.6              15       0.0166386       0.0180338     0.000634405
             2.6              16       0.0204522       0.0181849     0.000612495
             2.6              17       0.0114372        0.017788     0.000693249
             2.6              18       0.0212656       0.0179812     0.000681124
             2.6              19       0.0172397       0.0179422     0.000646392
             2.6              20        0.018301       0.0179601     0.000614322
            2.62               1       0.0147452       0.0147452               0
            2.62               2       0.0134673       0.0141062     0.000451777
            2.62               3       0.0214088       0.0165404       0.0020102
            2.62               4       0.0188335       0.0171137      0.00158729
            2.62               5       0.0138819       0.0164673      0.00139524
            2.62               6       0.0206569       0.0171656      0.00132596
            2.62               7        0.013977       0.0167101      0.00121225
            2.62               8       0.0198546       0.0171031      0.00112264
            2.62               9       0.0188245       0.0172944      0.00101406
            2.62              10       0.0120208        0.016767      0.00104079
            2.62              11        0.011337       0.0162734      0.00105677
            2.62              12       0.0163783       0.0162822     0.000968743
            2.62              13       0.0159225       0.0162545     0.000894619
            2.62              14       0.0162599       0.0162549     0.000830718
            2.62              15       0.0120836       0.0159768     0.000820562
            2.62              16       0.0166565       0.0160193     0.000770376
            2.62              17        0.021154       0.0163213     0.000782032
            2.62              18       0.0205079       0.0165539     0.000772399
            2.62              19       0.0163711       0.0165443     0.000731807
            2.62              20       0.0185427       0.0166442     0.000702005
            2.64               1          0.0183          0.0183               0
            2.64               2       0.0159419       0.0171209      0.00083373
            2.64               3       0.0180472       0.0174297     0.000610321
            2.64               4       0.0141579       0.0166117      0.00084339
            2.64               5       0.0144251       0.0161744     0.000779895
            2.64               6       0.0158841        0.016126     0.000651412
            2.64               7       0.0173557       0.0163017     0.000581556
            2.64               8       0.0202645        0.016797     0.000688217
            2.64               9      0.00772627       0.0157892      0.00113012
            2.64              10       0.0144486       0.0156551      0.00102502
            2.64              11      0.00815781       0.0149736      0.00113606
            2.64              12       0.0201995        0.015409      0.00112176
            2.64              13       0.0161585       0.0154667      0.00103695
            2.64              14         0.01412       0.0153705     0.000967336
            2.64              15       0.0167363       0.0154616     0.000907122
            2.64              16      0.00729653       0.0149512      0.00098355
            2.64              17       0.0173954        0.015095     0.000936143
            2.64              18       0.0144992       0.0150619     0.000884721
            2.64              19       0.0172582       0.0151775     0.000845674
            2.64              20       0.0150589       0.0151716     0.000803411
            2.66               1       0.0180327       0.0180327               0
            2.66               2       0.0164977       0.0172652     0.000542693
            2.66               3        0.014545       0.0163585     0.000824032
            2.66               4       0.0159364        0.016253     0.000624742
            2.66               5       0.0116367       0.0153297      0.00096525
            2.66               6       0.0139346       0.0150972     0.000831909
            2.66               7       0.0199164       0.0157856     0.000956417
            2.66               8       0.0165922       0.0158865     0.000842162
            2.66               9       0.0170009       0.0160103     0.000757637
            2.66              10       0.0204814       0.0164574     0.000803036
            2.66              11       0.0167775       0.0164865      0.00073056
            2.66              12       0.0141054       0.0162881     0.000696106
            2.66              13       0.0160163       0.0162672     0.000642873
            2.66              14       0.0188574       0.0164522     0.000623009
            2.66              15       0.0146067       0.0163292     0.000593498
            2.66              16       0.0106994       0.0159773     0.000652423
            2.66              17       0.0177057        0.016079     0.000621916
            2.66              18       0.0179473       0.0161828     0.000595964
            2.66              19       0.0143724       0.0160875     0.000572164
            2.66              20       0.0175059       0.0161584     0.000547934
            2.68               1       0.0126243       0.0126243               0
            2.68               2       0.0204806       0.0165524      0.00277764
            2.68               3       0.0164145       0.0165065      0.00185214
            2.68               4       0.0156634       0.0162957      0.00140105
            2.68               5       0.0187573        0.016788      0.00120424
            2.68               6       0.0182803       0.0170367       0.0010289
            2.68               7       0.0157895       0.0168586     0.000897206
            2.68               8       0.0177485       0.0169698     0.000791922
            2.68               9       0.0172496       0.0170009     0.000704541
            2.68              10       0.0122734       0.0165281     0.000776666
            2.68              11       0.0191265       0.0167644      0.00074111
            2.68              12       0.0124159        0.016402     0.000762814
            2.68              13       0.0145358       0.0162584     0.000717516
            2.68              14        0.016102       0.0162473     0.000666352
            2.68              15       0.0142964       0.0161172     0.000634493
            2.68              16       0.0187902       0.0162843     0.000616439
            2.68              17       0.0160234       0.0162689     0.000580369
            2.68              18        0.015561       0.0162296     0.000549457
            2.68              19       0.0172149       0.0162815      0.00052298
            2.68              20       0.0194042       0.0164376     0.000519617
             2.7               1       0.0202022       0.0202022               0
             2.7               2       0.0108319       0.0155171      0.00331292
             2.7               3       0.0174648       0.0161663      0.00227134
             2.7               4        0.014369        0.015717      0.00174739
             2.7               5        0.013731       0.0153198      0.00144234
             2.7               6       0.0137899       0.0150648      0.00122429
             2.7               7       0.0167773       0.0153094      0.00107355
             2.7               8       0.0129663       0.0150165     0.000978498
             2.7               9       0.0192352       0.0154853      0.00097561
             2.7              10       0.0152937       0.0154661     0.000878237
             2.7              11       0.0132512       0.0152648     0.000821156
             2.7              12       0.0199926       0.0156588     0.000841955
             2.7              13       0.0104458       0.0152578      0.00086744
             2.7              14       0.0179116       0.0154473     0.000825932
             2.7              15       0.0216454       0.0158605     0.000868098
             2.7              16       0.0147311       0.0157899     0.000816707
             2.7              17       0.0257174       0.0163739     0.000954886
             2.7              18       0.0177443         0.01645     0.000904867
             2.7              19       0.0176413       0.0165127     0.000859412
             2.7              20       0.0137494       0.0163746     0.000827473
            2.72               1       0.0170023       0.0170023               0
            2.72               2       0.0175368       0.0172695     0.000188954
            2.72               3       0.0131077       0.0158823      0.00113968
            2.72               4       0.0122571        0.014976      0.00116046
            2.72               5      0.00999723       0.0139802       0.0012865
            2.72               6       0.0176496       0.0145918      0.00120873
            2.72               7       0.0245289       0.0160114      0.00167354
            2.72               8       0.0180231       0.0162628      0.00148312
            2.72               9       0.0184669       0.0165077       0.0013384
            2.72              10       0.0134609       0.0162031      0.00123875
            2.72              11       0.0179713       0.0163638      0.00113652
            2.72              12       0.0135035       0.0161254      0.00106651
            2.72              13        0.014552       0.0160044     0.000991319
            2.72              14       0.0177069        0.016126     0.000927939
            2.72              15       0.0168618       0.0161751     0.000867372
            2.72              16       0.0197929       0.0164012     0.000842118
            2.72              17       0.0159556        0.016375      0.00079299
            2.72              18       0.0130707       0.0161914     0.000769888
            2.72              19       0.0116856       0.0159543      0.00076502
            2.72              20       0.0107776       0.0156954      0.00076931
            2.74               1        0.014442        0.014442               0
            2.74               2       0.0118731       0.0131576     0.000908217
            2.74               3        0.014388       0.0135677     0.000691922
            2.74               4       0.0125577       0.0133152     0.000563135
            2.74               5       0.0119717       0.0130465     0.000510602
            2.74               6       0.0135026       0.0131225     0.000431124
            2.74               7       0.0143676       0.0133004     0.000404563
            2.74               8       0.0168062       0.0137386     0.000541615
            2.74               9       0.0130357       0.0136605     0.000487033
            2.74              10       0.0162537       0.0139198     0.000502649
            2.74              11       0.0176153       0.0142558     0.000558043
            2.74              12       0.0127548       0.0141307      0.00052537
            2.74              13       0.0126823       0.0140193      0.00049663
            2.74              14        0.019401       0.0144037     0.000591508
            2.74              15       0.0212705       0.0148615     0.000707376
            2.74              16       0.0127883       0.0147319     0.000674928
            2.74              17      0.00623326        0.014232     0.000799207
            2.74              18       0.0130785       0.0141679     0.000757372
            2.74              19       0.0173717       0.0143365     0.000736041
            2.74              20        0.015253       0.0143823     0.000700664
            2.76               1       0.0135778       0.0135778               0
            2.76               2       0.0134712       0.0135245     3.77053e-05
            2.76               3       0.0227981       0.0166157      0.00252408
            2.76               4       0.0152393       0.0162716      0.00191637
            2.76               5       0.0146723       0.0159517      0.00155956
            2.76               6       0.0117985       0.0152595      0.00144511
            2.76               7       0.0118397        0.014771      0.00131866
            2.76               8       0.0145301       0.0147409      0.00115417
            2.76               9       0.0206221       0.0153943      0.00119671
            2.76              10       0.0112297       0.0149779      0.00114722
            2.76              11       0.0147509       0.0149572      0.00104311
            2.76              12       0.0172375       0.0151473     0.000973339
            2.76              13        0.013372       0.0150107     0.000907996
            2.76              14       0.0166855       0.0151303     0.000850983
            2.76              15       0.0125057       0.0149554      0.00081204
            2.76              16       0.0194134        0.015234     0.000807677
            2.76              17       0.0212246       0.0155864     0.000833501
            2.76              18        0.016272       0.0156245     0.000788066
            2.76              19       0.0195725       0.0158323     0.000773498
            2.76              20       0.0135348       0.0157174     0.000743304
            2.78               1       0.0180467       0.0180467               0
            2.78               2       0.0111987       0.0146227      0.00242112
            2.78               3       0.0111253       0.0134569      0.00187384
            2.78               4       0.0135021       0.0134682      0.00140542
            2.78               5       0.0165393       0.0140824      0.00125138
            2.78               6       0.0122243       0.0137727      0.00108045
            2.78               7       0.0175988       0.0143193      0.00105534
            2.78               8       0.0190497       0.0149106       0.0010764
            2.78               9       0.0100997       0.0143761      0.00108141
            2.78              10       0.0156963       0.0145081     0.000981295
            2.78              11       0.0187787       0.0148963     0.000965838
            2.78              12       0.0176007       0.0151217     0.000911265
            2.78              13        0.018551       0.0153855      0.00087852
            2.78              14       0.0171152        0.015509      0.00082441
            2.78              15        0.011035       0.0152108     0.000821636
            2.78              16       0.0204742       0.0155397     0.000833542
            2.78              17       0.0179244         0.01568     0.000796225
            2.78              18       0.0122657       0.0154903     0.000774255
            2.78              19       0.0148796       0.0154582     0.000734171
            2.78              20      0.00983064       0.0151768     0.000749446
             2.8               1       0.0216315       0.0216315               0
             2.8               2      0.00929497       0.0154632      0.00436162
             2.8               3       0.0114583       0.0141283      0.00310533
             2.8               4       0.0148159       0.0143002      0.00233375
             2.8               5       0.0142954       0.0142992        0.001867
             2.8               6       0.0153818       0.0144797      0.00156453
             2.8               7       0.0130614       0.0142771      0.00135408
             2.8               8       0.0158153       0.0144693      0.00119839
             2.8               9       0.0151017       0.0145396       0.0010673
             2.8              10       0.0179938        0.014885      0.00101492
             2.8              11       0.0117195       0.0145972     0.000962592
             2.8              12       0.0121359       0.0143921     0.000903965
             2.8              13        0.014233       0.0143799     0.000834512
             2.8              14       0.0139377       0.0143483     0.000775502
             2.8              15       0.0200814       0.0147305     0.000812546
             2.8              16      0.00914356       0.0143813     0.000833421
             2.8              17       0.0158512       0.0144678     0.000788869
             2.8              18       0.0189041       0.0147143     0.000782597
             2.8              19       0.0134854       0.0146496     0.000744075
             2.8              20      0.00992902       0.0144136     0.000743365
            2.82               1      0.00966403      0.00966403               0
            2.82               2       0.0177139        0.013689      0.00284606
            2.82               3       0.0146245       0.0140008      0.00191438
            2.82               4       0.0176587       0.0149153      0.00163972
            2.82               5        0.018106       0.0155534      0.00143057
            2.82               6        0.017396       0.0158605      0.00122466
            2.82               7       0.0159874       0.0158787      0.00104984
            2.82               8       0.0168078       0.0159948     0.000925016
            2.82               9       0.0129228       0.0156535      0.00088297
            2.82              10       0.0149881       0.0155869     0.000797176
            2.82              11      0.00960503       0.0150431     0.000891091
            2.82              12        0.012761        0.014853     0.000836881
            2.82              13        0.017337        0.015044     0.000794021
            2.82              14       0.0120948       0.0148334     0.000764739
            2.82              15        0.012386       0.0146702     0.000730954
            2.82              16       0.0152013       0.0147034     0.000686023
            2.82              17       0.0149824       0.0147198     0.000645865
            2.82              18       0.0127153       0.0146085     0.000619509
            2.82              19       0.0198858       0.0148862     0.000646176
            2.82              20       0.0133892       0.0148114     0.000618187
            2.84               1       0.0129441       0.0129441               0
            2.84               2        0.015312       0.0141281     0.000837185
            2.84               3       0.0100364       0.0127642      0.00124565
            2.84               4       0.0136983       0.0129977      0.00095588
            2.84               5       0.0137883       0.0131558     0.000777671
            2.84               6       0.0167037       0.0137471     0.000843417
            2.84               7       0.0161371       0.0140885     0.000789013
            2.84               8       0.0152201         0.01423     0.000702951
            2.84               9       0.0113897       0.0139144     0.000692069
            2.84              10       0.0203599        0.014559     0.000872842
            2.84              11       0.0178197       0.0148554     0.000842326
            2.84              12       0.0158404       0.0149375     0.000776121
            2.84              13       0.0122818       0.0147332     0.000742818
            2.84              14       0.0157064       0.0148027     0.000693004
            2.84              15       0.0189089       0.0150764     0.000698782
            2.84              16       0.0168243       0.0151857     0.000663592
            2.84              17       0.0081987       0.0147747     0.000740982
            2.84              18       0.0200249       0.0150664     0.000755045
            2.84              19       0.0125325        0.014933     0.000726988
            2.84              20       0.0180532        0.015089      0.00070718
            2.86               1       0.0135483       0.0135483               0
            2.86               2       0.0112383       0.0123933     0.000816717
            2.86               3       0.0182107       0.0143324       0.0016743
            2.86               4       0.0138159       0.0142033       0.0012607
            2.86               5         0.01674       0.0147106      0.00110594
            2.86               6       0.0171038       0.0151095     0.000990936
            2.86               7       0.0098407       0.0143568      0.00109865
            2.86               8       0.0183108       0.0148511      0.00106672
            2.86               9       0.0159218         0.01497     0.000954804
            2.86              10       0.0168747       0.0151605     0.000878116
            2.86              11       0.0141239       0.0150663     0.000803328
            2.86              12        0.012195        0.014827     0.000771195
            2.86              13       0.0152308        0.014858     0.000712497
            2.86              14       0.0130901       0.0147318     0.000672702
            2.86              15       0.0148515       0.0147398     0.000627903
            2.86              16       0.0139487       0.0146903     0.000590602
            2.86              17       0.0098561       0.0144059     0.000620555
            2.86              18       0.0125877       0.0143049     0.000594244
            2.86              19      0.00870302       0.0140101     0.000631892
            2.86              20       0.0139756       0.0140084     0.000600299
            2.88               1        0.013605        0.013605               0
            2.88               2       0.0165591        0.015082      0.00104442
            2.88               3       0.0143948        0.014853     0.000720965
            2.88               4       0.0135159       0.0145187     0.000613332
            2.88               5       0.0124667       0.0141083     0.000612774
            2.88               6       0.0121163       0.0137763     0.000593809
            2.88               7       0.0113149       0.0134247     0.000604185
            2.88               8       0.0172114        0.013898     0.000689588
            2.88               9      0.00733291       0.0131686     0.000921256
            2.88              10       0.0147065       0.0133224     0.000841869
            2.88              11       0.0134501        0.013334     0.000765416
            2.88              12       0.0129623        0.013303     0.000702258
            2.88              13       0.0108658       0.0131155     0.000672798
            2.88              14       0.0104748       0.0129269     0.000650645
            2.88              15      0.00841311        0.012626     0.000673269
            2.88              16      0.00857378       0.0123727     0.000677151
            2.88              17       0.0154711        0.012555     0.000661392
            2.88              18       0.0124087       0.0125468     0.000624698
            2.88              19       0.0120602       0.0125212     0.000592344
            2.88              20      0.00875768       0.0123331     0.000591863
             2.9               1       0.0165614       0.0165614               0
             2.9               2       0.0125398       0.0145506      0.00142185
             2.9               3       0.0121719       0.0137577      0.00114789
             2.9               4       0.0128902       0.0135408     0.000881166
             2.9               5      0.00926955       0.0126866      0.00103958
             2.9               6       0.0164115       0.0133074      0.00103522
             2.9               7        0.010566       0.0129157     0.000958555
             2.9               8       0.0116619        0.012759     0.000851453
             2.9               9       0.0121076       0.0126866     0.000759917
             2.9              10       0.0153623       0.0129542     0.000729511
             2.9              11       0.0105387       0.0127346     0.000695457
             2.9              12      0.00756436       0.0123038     0.000759325
             2.9              13      0.00997421       0.0121246     0.000721751
             2.9              14       0.0119363       0.0121111     0.000670322
             2.9              15       0.0158781       0.0123623     0.000671031
             2.9              16       0.0154713       0.0125566     0.000656624
             2.9              17       0.0145311       0.0126727     0.000628188
             2.9              18       0.0134157        0.012714     0.000594643
             2.9              19      0.00952455       0.0125461     0.000586562
             2.9              20       0.0114244         0.01249     0.000559909
            2.92               1       0.0187816       0.0187816               0
            2.92               2       0.0149846       0.0168831      0.00134245
            2.92               3       0.0182767       0.0173476     0.000972019
            2.92               4      0.00817145       0.0150536      0.00211623
            2.92               5       0.0088878       0.0138204      0.00202058
