#T      BLOCK:   ACTUAL_X:      X_AVE:      ERROR:
            1.74              11         1.82288         1.82907      0.00429486
            1.74              12         1.83515         1.82958      0.00396665
            1.74              13         1.76753         1.82481      0.00586831
            1.74              14         1.82224         1.82462      0.00545201
            1.74              15         1.79665         1.82276      0.00539804
            1.74              16         1.78429         1.82036      0.00557043
            1.74              17         1.78358         1.81819      0.00564722
            1.74              18         1.78422          1.8163      0.00564014
            1.74              19         1.88022         1.81967       0.0062666
            1.74              20          1.8122         1.81929      0.00596438
            1.76               1         1.76342         1.76342               0
            1.76               2         1.75076         1.75709      0.00447749
            1.76               3         1.77885         1.76434      0.00663279
            1.76               4          1.7658         1.76471      0.00498456
            1.76               5         1.75821         1.76341      0.00415374
            1.76               6         1.76608         1.76385      0.00348522
            1.76               7         1.77626         1.76562      0.00340833
            1.76               8         1.79775         1.76964      0.00479649
            1.76               9         1.72525         1.76471      0.00630854
            1.76              10         1.81407         1.76964      0.00735953
            1.76              11         1.77482         1.77011      0.00670552
            1.76              12         1.78089         1.77101      0.00620657
            1.76              13         1.79102         1.77255       0.0059168
            1.76              14         1.82982         1.77664      0.00676204
            1.76              15         1.77573         1.77658      0.00631152
            1.76              16         1.77243         1.77632      0.00592237
            1.76              17         1.75754         1.77522      0.00567615
            1.76              18         1.77764         1.77535      0.00536241
            1.76              19         1.74872         1.77395      0.00526023
            1.76              20         1.79436         1.77497      0.00509522
            1.78               1         1.72016         1.72016               0
            1.78               2         1.71922         1.71969     0.000330715
            1.78               3         1.70005         1.71314      0.00535083
            1.78               4         1.71115         1.71264       0.0040362
            1.78               5         1.77999         1.72611       0.0124723
            1.78               6         1.74427         1.72914       0.0107544
            1.78               7         1.72614         1.72871      0.00922657
            1.78               8         1.73016         1.72889      0.00807502
            1.78               9         1.72659         1.72864      0.00718186
            1.78              10         1.77705         1.73348      0.00792959
            1.78              11         1.75183         1.73515      0.00738217
            1.78              12         1.77871         1.73878      0.00760741
            1.78              13          1.7454         1.73929      0.00703929
            1.78              14         1.74737         1.73986      0.00656011
            1.78              15           1.706         1.73761      0.00649968
            1.78              16         1.76426         1.73927      0.00630328
            1.78              17         1.75487         1.74019      0.00599895
            1.78              18         1.73089         1.73967      0.00568786
            1.78              19         1.76587         1.74105      0.00555313
            1.78              20         1.67161         1.73758      0.00626764
             1.8               1         1.67499         1.67499               0
             1.8               2          1.7294          1.7022       0.0192341
             1.8               3         1.67451         1.69297        0.014873
             1.8               4         1.65323         1.68303       0.0140868
             1.8               5         1.66465         1.67936       0.0117393
             1.8               6          1.6785         1.67921      0.00978366
             1.8               7         1.69032          1.6808      0.00851361
             1.8               8         1.70795         1.68419      0.00809776
             1.8               9          1.7128         1.68737      0.00779674
             1.8              10         1.63813         1.68245      0.00842967
             1.8              11         1.69178          1.6833      0.00770592
             1.8              12         1.70362         1.68499       0.0072474
             1.8              13         1.68361         1.68488      0.00669068
             1.8              14         1.69122         1.68534      0.00622808
             1.8              15         1.72632         1.68807      0.00638413
             1.8              16         1.70493         1.68912      0.00607146
             1.8              17          1.6379         1.68611      0.00641854
             1.8              18         1.64573         1.68387      0.00644198
             1.8              19         1.70753         1.68511      0.00622212
             1.8              20         1.63407         1.68256      0.00641304
            1.82               1          1.6327          1.6327               0
            1.82               2         1.62198         1.62734      0.00379052
            1.82               3         1.65123          1.6353       0.0069773
            1.82               4         1.64606         1.63799      0.00572771
            1.82               5         1.62853          1.6361      0.00488489
            1.82               6         1.66318         1.64061      0.00579222
            1.82               7          1.6549         1.64265      0.00531231
            1.82               8          1.6661         1.64559      0.00539671
            1.82               9          1.6573         1.64689      0.00495167
            1.82              10         1.65674         1.64787      0.00455352
            1.82              11         1.59705         1.64325      0.00604532
            1.82              12         1.62492         1.64172      0.00573136
            1.82              13         1.67045         1.64393      0.00570057
            1.82              14         1.68296         1.64672      0.00593587
            1.82              15         1.64593         1.64667      0.00554038
            1.82              16         1.62508         1.64532      0.00535585
            1.82              17         1.62718         1.64425      0.00514596
            1.82              18         1.66315          1.6453      0.00496597
            1.82              19         1.62127         1.64404      0.00486307
            1.82              20         1.68635         1.64615      0.00505913
            1.84               1         1.62283         1.62283               0
            1.84               2         1.61258         1.61771      0.00362269
            1.84               3         1.60527         1.61356      0.00415809
            1.84               4         1.58418         1.60622      0.00708535
            1.84               5         1.60228         1.60543      0.00571179
            1.84               6         1.59072         1.60298      0.00525951
            1.84               7         1.62473         1.60609      0.00534764
            1.84               8         1.59926         1.60523      0.00474676
            1.84               9         1.61015         1.60578       0.0042507
            1.84              10         1.60277         1.60548      0.00383623
            1.84              11         1.61969         1.60677      0.00369854
            1.84              12         1.61883         1.60777      0.00352424
            1.84              13          1.5583         1.60397      0.00489432
            1.84              14         1.58894          1.6029      0.00466093
            1.84              15         1.63128         1.60479      0.00471864
            1.84              16         1.58951         1.60383      0.00451932
            1.84              17         1.62564         1.60512      0.00443176
            1.84              18         1.60714         1.60523      0.00418698
            1.84              19         1.59908          1.6049      0.00397908
            1.84              20         1.64649         1.60698      0.00428902
            1.86               1          1.5959          1.5959               0
            1.86               2         1.54711          1.5715       0.0172488
            1.86               3         1.56845         1.57049       0.0115291
            1.86               4          1.5765         1.57199      0.00874433
            1.86               5         1.57623         1.57284      0.00703649
            1.86               6         1.59623         1.57674       0.0068595
            1.86               7         1.57504          1.5765      0.00588384
            1.86               8          1.5858         1.57766      0.00526207
            1.86               9         1.57863         1.57777      0.00467851
            1.86              10         1.54334         1.57432      0.00532911
            1.86              11         1.58843         1.57561      0.00499652
            1.86              12         1.58588         1.57646      0.00465297
            1.86              13         1.58781         1.57734      0.00437616
            1.86              14         1.59336         1.57848      0.00421067
            1.86              15         1.59036         1.57927      0.00400379
            1.86              16         1.59695         1.58038      0.00390308
            1.86              17         1.59965         1.58151      0.00383462
            1.86              18         1.58307          1.5816      0.00362257
            1.86              19         1.61169         1.58318      0.00376216
            1.86              20         1.58148          1.5831      0.00357502
            1.88               1         1.51898         1.51898               0
            1.88               2           1.488         1.50349       0.0109527
            1.88               3         1.53201           1.513        0.010658
            1.88               4         1.55091         1.52248       0.0114575
            1.88               5         1.53437         1.52485      0.00940967
            1.88               6         1.52662         1.52515      0.00784601
            1.88               7         1.52866         1.52565      0.00674115
            1.88               8         1.51385         1.52418       0.0060577
            1.88               9         1.52662         1.52445      0.00539069
            1.88              10         1.52556         1.52456      0.00485277
            1.88              11         1.56994         1.52868      0.00591085
            1.88              12          1.5014         1.52641      0.00583921
            1.88              13         1.53149          1.5268      0.00540311
            1.88              14         1.58016         1.53061      0.00621785
            1.88              15         1.53248         1.53074      0.00580458
            1.88              16         1.59716         1.53489      0.00676532
            1.88              17         1.52878         1.53453      0.00637689
            1.88              18         1.55127         1.53546      0.00609003
            1.88              19         1.50932         1.53408      0.00592283
            1.88              20          1.5828         1.53652      0.00610706
             1.9               1         1.52993         1.52993               0
             1.9               2         1.50758         1.51875      0.00790136
             1.9               3         1.55035         1.52928       0.0100844
             1.9               4         1.49384         1.52042       0.0107753
             1.9               5         1.48059         1.51246       0.0111836
             1.9               6         1.51224         1.51242      0.00931969
             1.9               7             1.5         1.51065      0.00815543
             1.9               8         1.49136         1.50824      0.00748368
             1.9               9         1.50806         1.50822      0.00665218
             1.9              10         1.52247         1.50964       0.0061377
             1.9              11         1.51721         1.51033      0.00561817
             1.9              12           1.505         1.50988      0.00516752
             1.9              13         1.52905         1.51136      0.00497588
             1.9              14         1.48224         1.50928      0.00503637
             1.9              15         1.47993         1.50732      0.00506649
             1.9              16         1.49324         1.50644      0.00482566
             1.9              17         1.52368         1.50746      0.00464711
             1.9              18         1.53013         1.50872       0.0045565
             1.9              19         1.52209         1.50942      0.00437074
             1.9              20         1.45166         1.50653      0.00501648
            1.92               1         1.48547         1.48547               0
            1.92               2         1.47411         1.47979      0.00401568
            1.92               3         1.46187         1.47382      0.00556343
            1.92               4         1.47233         1.47344      0.00418493
            1.92               5         1.44937         1.46863      0.00545464
            1.92               6         1.44738         1.46509      0.00557817
            1.92               7         1.50695         1.47107      0.00731504
            1.92               8         1.48024         1.47221      0.00648986
            1.92               9         1.47857         1.47292       0.0058071
            1.92              10         1.46903         1.47253      0.00523941
            1.92              11         1.48866           1.474      0.00496389
            1.92              12         1.45954         1.47279      0.00469425
            1.92              13         1.50048         1.47492       0.0047919
            1.92              14         1.47316          1.4748      0.00445129
            1.92              15         1.48267         1.47532      0.00418541
            1.92              16          1.4624         1.47451        0.004001
            1.92              17         1.52706          1.4776      0.00481372
            1.92              18         1.47304         1.47735      0.00455296
            1.92              19          1.4767         1.47732      0.00431346
            1.92              20          1.4573         1.47632      0.00421227
            1.94               1         1.45395         1.45395               0
            1.94               2         1.42926         1.44161      0.00873125
            1.94               3         1.45734         1.44685       0.0072255
            1.94               4         1.44536         1.44648      0.00542872
            1.94               5         1.41835         1.44085      0.00664715
            1.94               6         1.44314         1.44123      0.00555027
            1.94               7         1.46471         1.44459      0.00568092
            1.94               8         1.44917         1.44516      0.00499963
            1.94               9         1.41828         1.44217      0.00526121
            1.94              10         1.44383         1.44234      0.00473771
            1.94              11         1.45114         1.44314      0.00437402
            1.94              12         1.41725         1.44098      0.00451027
            1.94              13         1.45076         1.44173      0.00422554
            1.94              14         1.42854         1.44079      0.00402736
            1.94              15         1.46489          1.4424      0.00406669
            1.94              16         1.42396         1.44125      0.00397238
            1.94              17         1.42498         1.44029      0.00385224
            1.94              18         1.41809         1.43906      0.00383055
            1.94              19         1.43402         1.43879      0.00363811
            1.94              20         1.46671         1.44019      0.00371432
            1.96               1         1.41296         1.41296               0
            1.96               2         1.39193         1.40244      0.00743225
            1.96               3         1.41913         1.40801      0.00672164
            1.96               4         1.46014         1.42104        0.012361
            1.96               5         1.38434          1.4137       0.0118692
            1.96               6         1.44038         1.41815       0.0106913
            1.96               7         1.38931         1.41403      0.00992572
            1.96               8         1.38264          1.4101       0.0094288
            1.96               9         1.42228         1.41146      0.00847767
            1.96              10         1.45678         1.41599      0.00875796
            1.96              11          1.4116         1.41559      0.00797086
            1.96              12         1.41125         1.41523      0.00731482
            1.96              13          1.4327         1.41657       0.0068745
            1.96              14         1.40021          1.4154      0.00648203
            1.96              15         1.45489         1.41804      0.00656278
            1.96              16         1.40066         1.41695      0.00624185
            1.96              17         1.41585         1.41689      0.00587502
            1.96              18         1.38612         1.41518      0.00579199
            1.96              19         1.41298         1.41506       0.0054883
            1.96              20         1.42283         1.41545      0.00522762
            1.98               1         1.40787         1.40787               0
            1.98               2         1.38263         1.39525      0.00892415
            1.98               3         1.41033         1.40027      0.00722723
            1.98               4         1.37456         1.39385      0.00776987
            1.98               5         1.37926         1.39093      0.00674158
            1.98               6         1.37387         1.38808      0.00618862
            1.98               7         1.40166         1.39002      0.00560025
            1.98               8          1.4093         1.39243      0.00539387
            1.98               9         1.39437         1.39265      0.00479885
            1.98              10          1.3904         1.39243      0.00432421
            1.98              11         1.37477         1.39082       0.0042184
            1.98              12         1.39745         1.39137      0.00390293
            1.98              13         1.38379         1.39079        0.003646
            1.98              14          1.4242         1.39318      0.00409288
            1.98              15         1.38367         1.39254       0.0038688
            1.98              16         1.40483         1.39331      0.00370242
            1.98              17         1.36852         1.39185      0.00376093
            1.98              18          1.3943         1.39199      0.00355446
            1.98              19         1.43217          1.3941      0.00394661
            1.98              20          1.3796         1.39338      0.00381534
               2               1           1.388           1.388               0
               2               2         1.36695         1.37747      0.00744094
               2               3          1.3824         1.37911      0.00513848
               2               4          1.3461         1.37086       0.0081205
               2               5         1.35547         1.36778      0.00705551
               2               6         1.35091         1.36497      0.00641572
               2               7         1.33012         1.35999      0.00717527
               2               8          1.3995         1.36493      0.00779503
               2               9         1.37373         1.36591      0.00698999
               2              10         1.36911         1.36623      0.00629833
               2              11         1.38207         1.36767      0.00588802
               2              12         1.36113         1.36712      0.00542253
               2              13         1.36043         1.36661      0.00502977
               2              14         1.36324         1.36637      0.00467627
               2              15         1.35036          1.3653      0.00448469
               2              16         1.36254         1.36513      0.00420772
               2              17         1.33784         1.36352      0.00425538
               2              18         1.37634         1.36424       0.0040781
               2              19         1.35671         1.36384      0.00388264
               2              20         1.35008         1.36315      0.00374894
            2.02               1         1.32739         1.32739               0
            2.02               2         1.32559         1.32649     0.000634721
            2.02               3         1.32698         1.32665     0.000443484
            2.02               4         1.33594         1.32898      0.00203742
            2.02               5         1.35441         1.33406      0.00483264
            2.02               6         1.33609          1.3344      0.00403899
            2.02               7         1.33748         1.33484      0.00348595
            2.02               8         1.32388         1.33347      0.00330837
            2.02               9         1.32171         1.33216      0.00318833
            2.02              10         1.28867         1.32782      0.00502612
            2.02              11         1.33429          1.3284      0.00460352
            2.02              12         1.35145         1.33032       0.0046031
            2.02              13         1.34757         1.33165      0.00443609
            2.02              14         1.31876         1.33073      0.00421365
            2.02              15         1.33459         1.33099       0.0039406
            2.02              16         1.34553          1.3319      0.00379767
            2.02              17         1.32704         1.33161      0.00358501
            2.02              18         1.31694          1.3308      0.00347729
            2.02              19         1.32531         1.33051      0.00330625
            2.02              20         1.30982         1.32947       0.0032987
            2.04               1         1.32542         1.32542               0
            2.04               2         1.29504         1.31023       0.0107403
            2.04               3         1.28301         1.30116       0.0103032
            2.04               4         1.29196         1.29886      0.00797965
            2.04               5         1.28945         1.29698      0.00660211
            2.04               6         1.28818         1.29551      0.00566217
            2.04               7         1.31018         1.29761      0.00522677
            2.04               8         1.31962         1.30036      0.00524796
            2.04               9         1.33062         1.30372      0.00564009
            2.04              10          1.2844         1.30179      0.00539671
            2.04              11         1.29132         1.30084      0.00498926
            2.04              12         1.29486         1.30034      0.00459828
            2.04              13         1.28443         1.29912      0.00440434
            2.04              14          1.3236         1.30086      0.00442332
            2.04              15         1.33429         1.30309      0.00465588
            2.04              16         1.33165         1.30488       0.0046946
            2.04              17         1.30223         1.30472      0.00442104
            2.04              18         1.31622         1.30536      0.00422135
            2.04              19         1.31002         1.30561      0.00400629
            2.04              20         1.30105         1.30538      0.00381244
            2.06               1         1.28231         1.28231               0
            2.06               2         1.27328          1.2778      0.00319471
            2.06               3         1.31906         1.29155       0.0114297
            2.06               4         1.26259         1.28431       0.0106203
            2.06               5         1.31183         1.28981      0.00981916
            2.06               6         1.28878         1.28964      0.00818414
            2.06               7          1.2593         1.28531       0.0080816
            2.06               8         1.28286           1.285      0.00707719
            2.06               9         1.25481         1.28165      0.00704101
            2.06              10         1.29035         1.28252      0.00639043
            2.06              11         1.28766         1.28298      0.00582654
            2.06              12         1.25415         1.28058      0.00581526
            2.06              13         1.28738          1.2811      0.00539142
            2.06              14         1.31773         1.28372      0.00560519
            2.06              15          1.3007         1.28485      0.00534459
            2.06              16         1.25866         1.28322      0.00525531
            2.06              17         1.28128          1.2831      0.00494741
            2.06              18         1.29313         1.28366      0.00470381
            2.06              19         1.31855          1.2855      0.00480131
            2.06              20         1.26356          1.2844      0.00468486
            2.08               1         1.26773         1.26773               0
            2.08               2         1.26821         1.26797     0.000168913
            2.08               3         1.24759         1.26118      0.00554611
            2.08               4         1.23061         1.25353      0.00781728
            2.08               5         1.24716         1.25226      0.00635684
            2.08               6         1.24204         1.25056      0.00552082
            2.08               7         1.23938         1.24896      0.00495772
            2.08               8         1.28648         1.25365      0.00616976
            2.08               9         1.26812         1.25526      0.00568997
            2.08              10         1.26279         1.25601      0.00517061
            2.08              11         1.22637         1.25332      0.00535686
            2.08              12         1.23705         1.25196      0.00507909
            2.08              13         1.25518         1.25221      0.00469442
            2.08              14         1.23152         1.25073      0.00458584
            2.08              15         1.25781          1.2512      0.00430437
            2.08              16         1.29262         1.25379      0.00475048
            2.08              17         1.26241          1.2543      0.00449799
            2.08              18         1.27428         1.25541      0.00438298
            2.08              19         1.24878         1.25506      0.00416614
            2.08              20         1.28149         1.25638      0.00416211
             2.1               1         1.21149         1.21149               0
             2.1               2         1.24056         1.22602       0.0102782
             2.1               3         1.25961         1.23722       0.0114244
             2.1               4         1.22446         1.23403      0.00900251
             2.1               5         1.21222         1.22967      0.00819102
             2.1               6         1.26281         1.23519       0.0084869
             2.1               7         1.21243         1.23194      0.00787253
             2.1               8         1.22837         1.23149      0.00690111
             2.1               9         1.23202         1.23155      0.00613457
             2.1              10         1.22696         1.23109      0.00553829
             2.1              11         1.21142          1.2293      0.00531583
             2.1              12         1.23447         1.22973      0.00489026
             2.1              13         1.23705          1.2303      0.00454632
             2.1              14         1.23631         1.23073      0.00424182
             2.1              15         1.24216         1.23149       0.0040269
             2.1              16         1.24388         1.23226      0.00384894
             2.1              17         1.23582         1.23247      0.00362822
             2.1              18         1.25153         1.23353      0.00357788
             2.1              19         1.25618         1.23472      0.00358267
             2.1              20         1.23804         1.23489      0.00340738
            2.12               1         1.21377         1.21377               0
            2.12               2         1.22274         1.21825      0.00316929
            2.12               3         1.23747         1.22466      0.00564022
            2.12               4         1.20321          1.2193      0.00628121
            2.12               5         1.22642         1.22072      0.00518376
            2.12               6         1.22807         1.22195      0.00446206
            2.12               7         1.20781         1.21993      0.00425714
            2.12               8         1.20116         1.21758      0.00432353
            2.12               9         1.25198          1.2214      0.00526838
            2.12              10         1.21254         1.22052      0.00481559
            2.12              11         1.20699         1.21929      0.00453208
            2.12              12         1.22183          1.2195      0.00415935
            2.12              13         1.21699          1.2193      0.00384386
            2.12              14         1.18922         1.21716      0.00412634
            2.12              15          1.2087         1.21659      0.00388955
            2.12              16          1.2344         1.21771      0.00380239
            2.12              17         1.19425         1.21633       0.0038209
            2.12              18         1.20773         1.21585      0.00363833
            2.12              19         1.20082         1.21506      0.00353175
            2.12              20         1.22608         1.21561      0.00339792
            2.14               1         1.18231         1.18231               0
            2.14               2         1.17718         1.17974      0.00181371
            2.14               3         1.16906         1.17618      0.00314765
            2.14               4         1.18002         1.17714      0.00250288
            2.14               5         1.19331         1.18038      0.00351716
            2.14               6         1.17454          1.1794      0.00306247
            2.14               7         1.21049         1.18384       0.0048779
            2.14               8         1.18752          1.1843      0.00428977
            2.14               9         1.20083         1.18614      0.00418778
            2.14              10         1.20171          1.1877      0.00404805
            2.14              11         1.20029         1.18884      0.00383845
            2.14              12         1.17636          1.1878      0.00365683
            2.14              13         1.20847         1.18939      0.00370513
            2.14              14         1.17557          1.1884      0.00356962
            2.14              15         1.23267         1.19135      0.00438495
            2.14              16          1.1827         1.19081      0.00414416
            2.14              17         1.19835         1.19126      0.00392401
            2.14              18         1.18021         1.19064      0.00375368
            2.14              19         1.17602         1.18987      0.00363412
            2.14              20         1.19926         1.19034      0.00348258
            2.16               1         1.16053         1.16053               0
            2.16               2         1.18106          1.1708      0.00725787
            2.16               3         1.19605         1.17921      0.00840421
            2.16               4         1.16502         1.17566      0.00701247
            2.16               5         1.18249         1.17703      0.00574146
            2.16               6         1.16937         1.17575      0.00492431
            2.16               7         1.17337         1.17541      0.00423258
            2.16               8         1.14567          1.1717       0.0050807
            2.16               9         1.18389         1.17305      0.00469339
            2.16              10         1.13487         1.16923       0.0055643
            2.16              11         1.16503         1.16885      0.00507154
            2.16              12          1.1784         1.16965      0.00471097
            2.16              13         1.14579         1.16781      0.00469243
            2.16              14         1.14288         1.16603      0.00468313
            2.16              15         1.17999         1.16696      0.00446242
            2.16              16         1.20558         1.16938       0.0047921
            2.16              17         1.17204         1.16953      0.00451278
            2.16              18         1.16236         1.16913      0.00427963
            2.16              19         1.14135         1.16767      0.00429699
            2.16              20         1.20317         1.16945      0.00443361
            2.18               1         1.16484         1.16484               0
            2.18               2         1.15873         1.16178      0.00216023
            2.18               3         1.13067         1.15141      0.00858931
            2.18               4         1.14898          1.1508      0.00646343
            2.18               5         1.16278          1.1532      0.00559722
            2.18               6         1.14596         1.15199      0.00479275
            2.18               7         1.14033         1.15033      0.00438791
            2.18               8         1.14386         1.14952      0.00391314
            2.18               9         1.15556         1.15019       0.0035355
            2.18              10          1.1483            1.15      0.00318699
            2.18              11         1.15747         1.15068      0.00296871
            2.18              12         1.16944         1.15224      0.00310577
            2.18              13         1.13632         1.15102      0.00309909
            2.18              14            1.17         1.15237      0.00316038
            2.18              15         1.13621          1.1513        0.003128
            2.18              16         1.15613          1.1516      0.00294704
            2.18              17         1.13898         1.15086      0.00286568
            2.18              18         1.13211         1.14981       0.0028895
            2.18              19         1.15589         1.15013      0.00275504
            2.18              20         1.14533         1.14989      0.00262772
             2.2               1         1.11779         1.11779               0
             2.2               2         1.16082         1.13931       0.0152149
             2.2               3         1.13377         1.13746       0.0102545
             2.2               4         1.12706         1.13486       0.0080137
             2.2               5         1.13511         1.13491      0.00641112
             2.2               6          1.1403         1.13581      0.00540515
             2.2               7         1.11532         1.13288      0.00536722
             2.2               8         1.12921         1.13243      0.00471589
             2.2               9         1.12158         1.13122       0.0043431
             2.2              10         1.11848         1.12995      0.00409128
             2.2              11         1.12709         1.12969      0.00372758
             2.2              12         1.11596         1.12854      0.00358824
             2.2              13         1.12629         1.12837      0.00331641
             2.2              14         1.13997          1.1292      0.00318143
             2.2              15         1.10527          1.1276       0.0033454
             2.2              16         1.11768         1.12698       0.0031933
             2.2              17         1.14573         1.12809      0.00319019
             2.2              18         1.13076         1.12823      0.00301642
             2.2              19         1.12723         1.12818      0.00285812
             2.2              20          1.1215         1.12785      0.00273466
            2.22               1         1.09726         1.09726               0
            2.22               2          1.0978         1.09753     0.000191258
            2.22               3         1.09083          1.0953      0.00182787
            2.22               4          1.1123         1.09955      0.00392716
            2.22               5         1.11357         1.10235      0.00402031
            2.22               6         1.09686         1.10144      0.00345294
            2.22               7         1.10659         1.10217      0.00303714
            2.22               8         1.12195         1.10464      0.00352273
            2.22               9         1.09862         1.10397      0.00319428
            2.22              10         1.12358         1.10594      0.00342405
            2.22              11         1.11529         1.10679      0.00321659
            2.22              12         1.10655         1.10677       0.0029486
            2.22              13         1.11285         1.10723      0.00275873
            2.22              14         1.10195         1.10686      0.00258737
            2.22              15         1.11291         1.10726      0.00244613
            2.22              16         1.10653         1.10721      0.00229367
            2.22              17         1.08795         1.10608      0.00242259
            2.22              18         1.11152         1.10638      0.00230674
            2.22              19         1.13621         1.10795      0.00266649
            2.22              20         1.08464         1.10679      0.00277629
            2.24               1         1.10041         1.10041               0
            2.24               2         1.06486         1.08264       0.0125679
            2.24               3         1.10409         1.08979       0.0102129
            2.24               4         1.06224          1.0829      0.00970846
            2.24               5         1.08525         1.08337      0.00777817
            2.24               6         1.08245         1.08322      0.00648333
            2.24               7         1.08992         1.08417      0.00562744
            2.24               8         1.07725         1.08331      0.00499011
            2.24               9         1.09141         1.08421      0.00451615
            2.24              10         1.09213           1.085      0.00413337
            2.24              11         1.08248         1.08477      0.00376395
            2.24              12          1.1166         1.08742       0.0042841
            2.24              13         1.10249         1.08858      0.00410827
            2.24              14         1.07505         1.08762      0.00392687
            2.24              15         1.10316         1.08865      0.00379931
            2.24              16         1.08001         1.08811      0.00360004
            2.24              17         1.08851         1.08814      0.00338835
            2.24              18         1.09234         1.08837      0.00320816
            2.24              19         1.10205         1.08909      0.00311903
            2.24              20         1.08434         1.08885       0.0029721
            2.26               1         1.04916         1.04916               0
            2.26               2         1.06979         1.05947      0.00729278
            2.26               3         1.08582         1.06826      0.00866401
            2.26               4         1.09117         1.07399      0.00817513
            2.26               5         1.06839         1.07287      0.00661639
            2.26               6         1.06762         1.07199       0.0055711
            2.26               7           1.084         1.07371      0.00503257
            2.26               8         1.09103         1.07587      0.00484687
            2.26               9         1.06152         1.07428      0.00456317
            2.26              10          1.0709         1.07394      0.00411937
            2.26              11          1.0769         1.07421      0.00375367
            2.26              12         1.06216          1.0732       0.0035726
            2.26              13         1.06913         1.07289      0.00331153
            2.26              14          1.0554         1.07164      0.00330232
            2.26              15         1.08777         1.07272      0.00325241
            2.26              16         1.05852         1.07183      0.00316793
            2.26              17          1.0505         1.07057      0.00322055
            2.26              18         1.07426         1.07078      0.00304813
            2.26              19         1.07504           1.071      0.00289594
            2.26              20         1.07093           1.071      0.00275115
            2.28               1         1.04448         1.04448               0
            2.28               2         1.06843         1.05646      0.00846664
            2.28               3         1.03717         1.05003      0.00770754
            2.28               4         1.05295         1.05076      0.00581512
            2.28               5         1.05432         1.05147      0.00469549
            2.28               6         1.06626         1.05394      0.00451362
            2.28               7         1.05465         1.05404      0.00386996
            2.28               8         1.04945         1.05346      0.00342836
            2.28               9         1.06887         1.05518      0.00344817
            2.28              10         1.06211         1.05587      0.00317231
            2.28              11         1.09361          1.0593      0.00436076
            2.28              12         1.06227         1.05955      0.00400438
            2.28              13         1.04243         1.05823      0.00390678
            2.28              14         1.06989         1.05906      0.00371543
            2.28              15          1.0488         1.05838       0.0035302
            2.28              16         1.04362         1.05746      0.00342803
            2.28              17         1.04765         1.05688      0.00327456
            2.28              18         1.04593         1.05627      0.00314867
            2.28              19         1.05699         1.05631      0.00298318
            2.28              20         1.01339         1.05416       0.0035222
             2.3               1         1.06365         1.06365               0
             2.3               2         1.04423         1.05394      0.00686366
             2.3               3         1.06485         1.05758      0.00545503
             2.3               4         1.03459         1.05183      0.00644244
             2.3               5         1.03315          1.0481      0.00614264
             2.3               6         1.04231         1.04713      0.00519394
